"Ligand"	"Receptor"	"neighborhood"	"neighborhood_transferred"	"fusion"	"cooccurence"	"homology"	"coexpression"	"coexpression_transferred"	"experiments"	"experiments_transferred"	"database"	"database_transferred"	"textmining"	"textmining_transferred"	"combined_score"
"Cck.Cnr1"	"Cck"	"Cnr1"	0	0	0	0	0	0	0	0	103	0	0	0	793	806
"Fgf2.Cnr1"	"Fgf2"	"Cnr1"	0	0	0	0	0	0	0	0	0	0	0	193	0	193
"Ccl5.Cnr1"	"Ccl5"	"Cnr1"	0	0	0	0	0	0	0	0	93	900	0	0	0	905
"Hebp1.Cnr1"	"Hebp1"	"Cnr1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Pmch.Cnr1"	"Pmch"	"Cnr1"	0	0	0	0	0	0	0	0	64	900	0	568	0	956
"Apln.Cnr1"	"Apln"	"Cnr1"	0	0	0	0	0	0	0	0	64	900	0	0	68	905
"Cxcl10.Cnr1"	"Cxcl10"	"Cnr1"	0	0	0	0	0	0	0	0	64	900	0	0	0	902
"Psen1.Cnr1"	"Psen1"	"Cnr1"	0	0	0	0	0	0	0	0	0	0	0	190	0	190
"Pnoc.Cnr1"	"Pnoc"	"Cnr1"	0	0	0	0	0	0	0	0	88	900	0	107	0	911
"Dscam.Cntn1"	"Dscam"	"Cntn1"	0	0	0	0	649	0	0	0	0	0	0	333	75	151
"Dscam.Plxnd1"	"Dscam"	"Plxnd1"	0	0	0	0	0	0	0	0	0	0	0	354	75	376
"Dscam.Adora2b"	"Dscam"	"Adora2b"	0	0	0	0	0	0	0	0	0	0	0	152	139	238
"Dscam.Cdh2"	"Dscam"	"Cdh2"	0	0	0	0	0	0	0	0	0	0	0	289	0	288
"Dscam.Cd5"	"Dscam"	"Cd5"	0	0	0	0	0	0	0	0	0	0	0	472	0	472
"Dscam.Unc5a"	"Dscam"	"Unc5a"	0	0	0	0	0	0	0	0	0	0	0	526	107	558
"Dscam.Epha4"	"Dscam"	"Epha4"	0	0	0	0	0	0	0	0	0	0	0	155	83	192
"Dscam.Cd247"	"Dscam"	"Cd247"	0	0	0	0	0	0	0	0	0	0	0	152	0	151
"Dscam.Mfrp"	"Dscam"	"Mfrp"	0	0	0	0	0	0	0	0	0	0	0	0	210	210
"Dscam.Pvr"	"Dscam"	"Pvr"	0	0	0	0	0	0	0	0	0	0	0	177	0	177
"Dscam.Cftr"	"Dscam"	"Cftr"	0	0	0	0	0	0	0	0	0	0	0	118	141	209
"Yars.Npsr1"	"Yars"	"Npsr1"	0	0	0	0	0	0	349	0	0	0	0	0	139	415
"App.Npsr1"	"App"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	47	0	900
"Trh.Npsr1"	"Trh"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	84	904
"Kiss1.Npsr1"	"Kiss1"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Gast.Npsr1"	"Gast"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	91	905
"Ccl9.Npsr1"	"Ccl9"	"Npsr1"	0	0	0	0	0	0	0	0	68	900	0	0	0	902
"Vip.Npsr1"	"Vip"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	68	902
"Nts.Npsr1"	"Nts"	"Npsr1"	0	0	0	0	0	0	0	0	100	900	0	0	84	910
"Pomc.Npsr1"	"Pomc"	"Npsr1"	0	0	0	0	0	0	0	0	90	900	0	0	0	905
"Hsp90aa1.Npsr1"	"Hsp90aa1"	"Npsr1"	0	0	0	0	0	0	135	0	584	0	0	44	100	648
"Edn1.Npsr1"	"Edn1"	"Npsr1"	0	0	0	0	0	0	0	0	88	900	0	0	0	904
"Npff.Npsr1"	"Npff"	"Npsr1"	0	0	0	0	0	0	0	0	64	900	0	0	0	902
"Grp.Npsr1"	"Grp"	"Npsr1"	0	0	0	0	0	0	0	0	64	900	0	0	74	905
"Anxa1.Npsr1"	"Anxa1"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Tac2.Npsr1"	"Tac2"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	67	902
"Nmb.Npsr1"	"Nmb"	"Npsr1"	0	0	0	0	0	0	0	0	82	900	0	0	86	908
"Xcl1.Npsr1"	"Xcl1"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Oxt.Npsr1"	"Oxt"	"Npsr1"	0	0	0	0	0	0	0	0	64	900	0	0	106	909
"Edn3.Npsr1"	"Edn3"	"Npsr1"	0	0	0	0	0	0	0	0	82	900	0	0	74	907
"Ghrh.Npsr1"	"Ghrh"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	71	903
"Tnc.Npsr1"	"Tnc"	"Npsr1"	0	0	0	0	0	0	0	0	0	0	0	70	802	808
"Edn2.Npsr1"	"Edn2"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	83	904
"Uts2.Npsr1"	"Uts2"	"Npsr1"	0	0	0	0	0	0	0	0	64	900	0	0	0	902
"Nmu.Npsr1"	"Nmu"	"Npsr1"	0	0	0	0	0	0	0	0	107	900	0	0	74	910
"Prok2.Npsr1"	"Prok2"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Calcb.Npsr1"	"Calcb"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Calca.Npsr1"	"Calca"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Adm.Npsr1"	"Adm"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Cck.Npsr1"	"Cck"	"Npsr1"	0	0	0	0	0	0	0	0	103	900	0	0	107	912
"Avp.Npsr1"	"Avp"	"Npsr1"	0	0	0	0	0	0	0	0	75	900	0	0	107	910
"Pth2.Npsr1"	"Pth2"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Iapp.Npsr1"	"Iapp"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Pmch.Npsr1"	"Pmch"	"Npsr1"	0	0	0	0	0	0	0	0	64	900	0	0	0	902
"Gpi1.Npsr1"	"Gpi1"	"Npsr1"	0	0	0	0	0	0	71	0	165	0	0	0	0	191
"Pthlh.Npsr1"	"Pthlh"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Qrfp.Npsr1"	"Qrfp"	"Npsr1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Sst.Npy4r"	"Sst"	"Npy4r"	0	0	0	0	0	0	0	0	64	900	0	0	83	906
"App.Npy4r"	"App"	"Npy4r"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Agrp.Npy4r"	"Agrp"	"Npy4r"	0	0	0	0	0	0	0	0	91	0	0	0	177	219
"Pyy.Npy4r"	"Pyy"	"Npy4r"	0	0	0	0	0	0	0	0	184	900	0	0	219	930
"Ppy.Npy4r"	"Ppy"	"Npy4r"	0	0	0	0	0	0	0	0	119	900	0	0	185	921
"Cxcl16.Npy4r"	"Cxcl16"	"Npy4r"	0	0	0	0	0	0	0	0	64	900	0	0	65	904
"Ccl9.Npy4r"	"Ccl9"	"Npy4r"	0	0	0	0	0	0	0	0	68	900	0	0	0	902
"Nts.Npy4r"	"Nts"	"Npy4r"	0	0	0	0	0	0	0	0	100	0	0	0	100	155
"Pomc.Npy4r"	"Pomc"	"Npy4r"	0	0	0	0	0	0	0	0	90	900	0	0	150	915
"Cxcl13.Npy4r"	"Cxcl13"	"Npy4r"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"C3.Npy4r"	"C3"	"Npy4r"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Anxa1.Npy4r"	"Anxa1"	"Npy4r"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Gal.Npy4r"	"Gal"	"Npy4r"	0	0	0	0	0	0	0	0	75	900	0	0	573	957
"Tac2.Npy4r"	"Tac2"	"Npy4r"	0	0	0	0	0	0	0	0	0	0	0	218	67	239
"Hc.Npy4r"	"Hc"	"Npy4r"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Pdyn.Npy4r"	"Pdyn"	"Npy4r"	0	0	0	0	0	0	0	0	0	900	0	0	75	903
"Nmu.Npy4r"	"Nmu"	"Npy4r"	0	0	0	0	0	0	0	0	107	900	0	0	74	910
"Cxcl5.Npy4r"	"Cxcl5"	"Npy4r"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Ppbp.Npy4r"	"Ppbp"	"Npy4r"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Cxcl3.Npy4r"	"Cxcl3"	"Npy4r"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Npy.Npy4r"	"Npy"	"Npy4r"	0	0	0	0	0	0	0	0	166	900	0	175	155	934
"Cck.Npy4r"	"Cck"	"Npy4r"	0	0	0	0	0	0	0	0	103	0	0	0	108	165
"Ccl5.Npy4r"	"Ccl5"	"Npy4r"	0	0	0	0	0	0	0	0	93	900	0	0	0	905
"Hebp1.Npy4r"	"Hebp1"	"Npy4r"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Pmch.Npy4r"	"Pmch"	"Npy4r"	0	0	0	0	0	0	0	0	64	900	0	171	0	915
"Apln.Npy4r"	"Apln"	"Npy4r"	0	0	0	0	0	0	0	0	64	900	0	0	68	905
"Cxcl10.Npy4r"	"Cxcl10"	"Npy4r"	0	0	0	0	0	0	0	0	64	900	0	0	0	902
"Pnoc.Npy4r"	"Pnoc"	"Npy4r"	0	0	0	0	0	0	0	0	88	900	0	0	0	904
"Fn1.Npy4r"	"Fn1"	"Npy4r"	0	0	0	0	0	0	0	0	0	0	0	0	190	190
"Qrfp.Npy4r"	"Qrfp"	"Npy4r"	0	0	0	0	0	0	0	0	0	0	0	0	191	191
"App.Prokr2"	"App"	"Prokr2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Trh.Prokr2"	"Trh"	"Prokr2"	0	0	0	0	0	0	0	0	0	900	0	0	84	904
"Kiss1.Prokr2"	"Kiss1"	"Prokr2"	0	0	0	0	0	0	0	0	0	900	0	73	213	920
"Gast.Prokr2"	"Gast"	"Prokr2"	0	0	0	0	0	0	0	0	0	900	0	0	73	903
"Ccl9.Prokr2"	"Ccl9"	"Prokr2"	0	0	0	0	0	0	0	0	68	900	0	0	0	902
"Nts.Prokr2"	"Nts"	"Prokr2"	0	0	0	0	0	0	0	0	100	900	0	0	84	910
"Pomc.Prokr2"	"Pomc"	"Prokr2"	0	0	0	0	0	0	0	0	90	0	0	180	0	221
"Edn1.Prokr2"	"Edn1"	"Prokr2"	0	0	0	0	0	0	0	0	88	900	0	0	0	904
"Npff.Prokr2"	"Npff"	"Prokr2"	0	0	0	0	0	0	0	0	64	900	0	0	0	902
"Grp.Prokr2"	"Grp"	"Prokr2"	0	0	0	0	0	0	0	0	64	900	0	0	74	905
"Anxa1.Prokr2"	"Anxa1"	"Prokr2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Fgf8.Prokr2"	"Fgf8"	"Prokr2"	0	0	0	0	0	0	0	0	0	0	0	396	221	509
"Tac2.Prokr2"	"Tac2"	"Prokr2"	0	0	0	0	0	0	0	0	0	900	0	0	424	939
"Nmb.Prokr2"	"Nmb"	"Prokr2"	0	0	0	0	0	0	0	0	82	900	0	0	86	908
"Xcl1.Prokr2"	"Xcl1"	"Prokr2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Oxt.Prokr2"	"Oxt"	"Prokr2"	0	0	0	0	0	0	0	0	64	900	0	0	86	906
"Edn3.Prokr2"	"Edn3"	"Prokr2"	0	0	0	0	0	0	0	0	82	900	0	0	74	907
"Edn2.Prokr2"	"Edn2"	"Prokr2"	0	0	0	0	0	0	0	0	0	900	0	0	83	904
"Sema3a.Prokr2"	"Sema3a"	"Prokr2"	0	0	0	0	0	0	0	0	0	0	0	152	0	151
"Uts2.Prokr2"	"Uts2"	"Prokr2"	0	0	0	0	0	0	0	0	64	900	0	0	0	902
"Sema3d.Prokr2"	"Sema3d"	"Prokr2"	0	0	0	0	0	0	0	0	0	0	0	252	0	252
"Nmu.Prokr2"	"Nmu"	"Prokr2"	0	0	0	0	0	0	0	0	107	900	0	0	74	910
"Prok2.Prokr2"	"Prok2"	"Prokr2"	0	0	0	0	0	0	0	0	0	900	0	527	485	973
"Cck.Prokr2"	"Cck"	"Prokr2"	0	0	0	0	0	0	0	0	103	900	0	0	88	911
"Avp.Prokr2"	"Avp"	"Prokr2"	0	0	0	0	0	0	0	0	75	900	0	0	84	907
"Pmch.Prokr2"	"Pmch"	"Prokr2"	0	0	0	0	0	0	0	0	64	900	0	0	0	902
"Nrtn.Prokr2"	"Nrtn"	"Prokr2"	0	0	0	0	0	0	0	0	0	0	0	479	338	640
"Qrfp.Prokr2"	"Qrfp"	"Prokr2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Igf1.Ngfr"	"Igf1"	"Ngfr"	0	0	0	0	0	0	0	0	0	800	0	0	123	817
"Igf1.Pdgfra"	"Igf1"	"Pdgfra"	0	0	0	0	0	0	0	0	104	800	0	0	141	832
"Igf1.Cd44"	"Igf1"	"Cd44"	0	0	0	0	0	0	0	0	0	0	0	0	706	706
"Igf1.Fgfr4"	"Igf1"	"Fgfr4"	0	0	0	0	0	0	0	0	104	800	0	0	107	825
"Igf1.Igf1r"	"Igf1"	"Igf1r"	0	0	0	0	0	0	0	0	662	900	628	473	818	998
"Igf1.Kit"	"Igf1"	"Kit"	0	0	0	0	0	0	0	0	104	800	0	146	213	863
"Igf1.Pth1r"	"Igf1"	"Pth1r"	0	0	0	0	0	0	0	0	0	0	0	95	619	641
"Igf1.Epha2"	"Igf1"	"Epha2"	0	0	0	0	0	0	0	0	104	800	0	0	0	813
"Igf1.Egfr"	"Igf1"	"Egfr"	0	0	0	0	0	0	0	0	0	800	0	48	792	956
"Igf1.Lgr5"	"Igf1"	"Lgr5"	0	0	0	0	0	0	0	0	84	0	0	64	209	262
"Igf1.Flt4"	"Igf1"	"Flt4"	0	0	0	0	0	0	0	0	104	800	0	0	181	840
"Igf1.Itgb4"	"Igf1"	"Itgb4"	0	0	0	0	0	0	0	0	0	0	369	47	0	372
"Igf1.Tshr"	"Igf1"	"Tshr"	0	0	0	0	0	0	0	0	0	0	0	44	581	582
"Igf1.Ptprg"	"Igf1"	"Ptprg"	0	0	0	0	0	0	0	0	0	0	336	0	90	369
"Igf1.Gpc5"	"Igf1"	"Gpc5"	0	0	0	0	0	0	0	0	0	0	0	0	172	171
"Igf1.Igf2r"	"Igf1"	"Igf2r"	0	0	0	0	0	0	0	0	0	0	0	74	334	356
"Igf1.Lhcgr"	"Igf1"	"Lhcgr"	0	0	0	0	0	0	0	0	0	0	0	0	639	639
"Igf1.Pdgfrb"	"Igf1"	"Pdgfrb"	0	0	0	0	0	0	0	0	104	800	0	58	187	844
"Igf1.Csf1r"	"Igf1"	"Csf1r"	0	0	0	0	0	125	0	0	104	800	0	0	100	839
"Igf1.Gcgr"	"Igf1"	"Gcgr"	0	0	0	0	0	142	0	0	0	0	0	0	520	571
"Igf1.Nrp1"	"Igf1"	"Nrp1"	0	0	0	0	0	0	0	0	0	0	0	59	706	711
"Igf1.Pth2r"	"Igf1"	"Pth2r"	0	0	0	0	0	0	0	0	0	0	0	0	620	620
"Igf1.Notch1"	"Igf1"	"Notch1"	0	0	0	0	0	0	0	0	0	0	0	0	179	179
"Igf1.Mmp24"	"Igf1"	"Mmp24"	0	0	0	0	0	0	0	0	0	0	0	0	522	522
"Igf1.Ntrk1"	"Igf1"	"Ntrk1"	0	0	0	0	0	0	0	0	0	0	0	0	601	601
"Igf1.Flt1"	"Igf1"	"Flt1"	0	0	0	0	0	0	0	0	104	800	0	0	184	841
"Igf1.Tfr2"	"Igf1"	"Tfr2"	0	0	0	0	0	133	0	0	0	0	0	0	84	171
"Igf1.Kel"	"Igf1"	"Kel"	0	0	0	0	0	0	0	0	0	0	0	0	167	167
"Igf1.Ret"	"Igf1"	"Ret"	0	0	0	0	0	0	0	0	104	0	0	97	98	206
"Igf1.Gpc4"	"Igf1"	"Gpc4"	0	0	0	0	0	0	0	0	0	0	0	0	603	603
"Igf1.Mst1r"	"Igf1"	"Mst1r"	0	0	0	0	0	0	0	0	0	0	0	0	165	165
"Igf1.Lgr6"	"Igf1"	"Lgr6"	0	0	0	0	0	0	0	0	84	0	0	0	209	244
"Igf1.Tie1"	"Igf1"	"Tie1"	0	0	0	0	0	0	0	0	104	0	0	0	107	165
"Igf1.Ntrk3"	"Igf1"	"Ntrk3"	0	0	0	0	0	0	0	0	0	0	0	0	632	632
"Igf1.Flt3"	"Igf1"	"Flt3"	0	0	0	0	0	0	0	0	104	0	0	0	93	152
"Igf1.Fshr"	"Igf1"	"Fshr"	0	0	0	0	0	0	0	0	0	0	0	0	714	714
"Igf1.Gpc1"	"Igf1"	"Gpc1"	0	0	0	0	0	0	0	0	0	0	0	0	525	525
"Igf1.Lgr4"	"Igf1"	"Lgr4"	0	0	0	0	0	0	0	0	84	0	0	0	209	244
"Igf1.Ror1"	"Igf1"	"Ror1"	0	0	0	0	0	0	0	0	0	0	0	0	539	539
"Igf1.Erbb2"	"Igf1"	"Erbb2"	0	0	0	0	0	0	0	0	0	800	0	0	585	913
"Cd14.Itgb2l"	"Cd14"	"Itgb2l"	0	0	0	0	0	0	0	0	87	900	369	0	0	937
"Cd14.Itgb7"	"Cd14"	"Itgb7"	0	0	0	0	0	106	95	0	119	0	436	0	93	568
"Cd14.Plaur"	"Cd14"	"Plaur"	0	0	0	0	0	291	0	0	0	0	0	0	0	290
"Cd14.Cd44"	"Cd14"	"Cd44"	0	0	0	0	0	241	0	0	0	0	0	125	0	307
"Cd14.Cd40"	"Cd14"	"Cd40"	0	0	0	0	0	0	0	0	0	0	0	214	0	214
"Cd14.Itgb3"	"Cd14"	"Itgb3"	0	0	0	0	0	0	65	0	106	0	436	0	68	501
"Cd14.Itgb4"	"Cd14"	"Itgb4"	0	0	0	0	0	0	0	0	87	0	369	0	0	399
"Cd14.Cd180"	"Cd14"	"Cd180"	0	0	0	0	0	0	0	0	86	900	429	112	0	947
"Cd14.Osmr"	"Cd14"	"Osmr"	0	0	0	0	0	349	0	0	0	0	0	0	0	349
"Cd14.Tfrc"	"Cd14"	"Tfrc"	0	0	0	0	0	0	0	0	0	0	0	90	119	164
"Cd14.Cd4"	"Cd14"	"Cd4"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"Cd14.Tnfrsf12a"	"Cd14"	"Tnfrsf12a"	0	0	0	0	0	178	0	0	0	0	0	0	0	177
"Cd14.Trem2"	"Cd14"	"Trem2"	0	0	0	0	0	246	0	0	0	0	0	0	0	245
"Cd14.Csf1r"	"Cd14"	"Csf1r"	0	0	0	0	0	315	251	0	0	0	0	0	95	495
"Cd14.Itgb8"	"Cd14"	"Itgb8"	0	0	0	0	0	0	0	0	87	0	369	0	0	399
"Cd14.Ly96"	"Cd14"	"Ly96"	0	0	0	0	0	109	0	0	0	900	628	304	0	973
"Cd14.Ccr1"	"Cd14"	"Ccr1"	0	0	0	0	0	144	70	0	0	0	0	80	0	203
"Cd14.Il1r2"	"Cd14"	"Il1r2"	0	0	0	0	0	132	0	0	0	0	0	524	0	569
"Cd14.Slc45a3"	"Cd14"	"Slc45a3"	0	0	0	0	0	0	0	0	0	0	0	0	697	697
"Cd14.Sell"	"Cd14"	"Sell"	0	0	0	0	0	0	0	0	0	0	0	151	0	150
"Cd14.Sele"	"Cd14"	"Sele"	0	0	0	0	0	0	0	0	65	0	0	471	0	484
"Cd14.Itgb6"	"Cd14"	"Itgb6"	0	0	0	0	0	0	0	0	102	0	426	0	66	476
"Cd14.Procr"	"Cd14"	"Procr"	0	0	0	0	0	168	0	0	0	0	0	0	0	167
"Cd14.Tlr2"	"Cd14"	"Tlr2"	0	0	0	0	636	789	108	0	381	900	628	609	0	995
"Cd14.Fcgr1"	"Cd14"	"Fcgr1"	0	0	0	0	0	403	0	0	0	0	0	165	456	705
"Cd14.F3"	"Cd14"	"F3"	0	0	0	0	0	0	0	0	0	0	0	310	0	309
"Cd14.Tnfrsf1b"	"Cd14"	"Tnfrsf1b"	0	0	0	0	0	197	70	0	0	0	0	0	75	248
"Cd14.Tnfrsf1a"	"Cd14"	"Tnfrsf1a"	0	0	0	0	0	148	0	0	0	0	0	72	0	175
"Cd14.Cd9"	"Cd14"	"Cd9"	0	0	0	0	0	176	0	0	0	0	0	0	0	175
"Cd14.Tyrobp"	"Cd14"	"Tyrobp"	0	0	0	0	0	441	403	0	0	0	0	0	0	652
"Cd14.Cd19"	"Cd14"	"Cd19"	0	0	0	0	0	0	0	0	0	0	0	411	0	410
"Cd14.Il4ra"	"Cd14"	"Il4ra"	0	0	0	0	0	163	0	0	0	0	0	0	65	183
"Cd14.Itgax"	"Cd14"	"Itgax"	0	0	0	0	0	167	0	0	0	0	0	333	68	436
"Cd14.Il13ra1"	"Cd14"	"Il13ra1"	0	0	0	0	0	213	0	0	0	0	0	0	0	213
"Cd14.Il10ra"	"Cd14"	"Il10ra"	0	0	0	0	0	218	85	0	0	0	0	0	0	253
"Cd14.Cd53"	"Cd14"	"Cd53"	0	0	0	0	0	371	0	0	0	0	0	0	68	388
"Cd14.Chrm1"	"Cd14"	"Chrm1"	0	0	0	0	0	0	0	0	0	0	0	0	151	150
"Cd14.Tlr4"	"Cd14"	"Tlr4"	0	0	0	0	0	180	0	565	86	900	628	632	0	994
"Cd14.C3ar1"	"Cd14"	"C3ar1"	0	0	0	0	0	244	96	0	0	0	0	139	68	378
"Cd14.Cxcr1"	"Cd14"	"Cxcr1"	0	0	0	0	0	0	0	0	0	0	0	268	0	268
"Cd14.Fpr1"	"Cd14"	"Fpr1"	0	0	0	0	0	141	98	0	0	0	0	0	0	192
"Cd14.Chrm3"	"Cd14"	"Chrm3"	0	0	0	0	0	0	0	0	0	0	0	0	151	150
"Ifnb1.Il12rb1"	"Ifnb1"	"Il12rb1"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Ifnb1.Cd79a"	"Ifnb1"	"Cd79a"	0	0	0	0	0	0	0	0	0	0	0	177	0	177
"Ifnb1.Il7r"	"Ifnb1"	"Il7r"	0	0	0	0	0	0	0	0	0	800	0	69	0	805
"Ifnb1.Itgae"	"Ifnb1"	"Itgae"	0	0	0	0	0	0	0	0	0	0	0	217	0	217
"Ifnb1.Epor"	"Ifnb1"	"Epor"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Ifnb1.Il12rb2"	"Ifnb1"	"Il12rb2"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Ifnb1.Cd40"	"Ifnb1"	"Cd40"	0	0	0	0	0	110	0	0	0	0	0	396	0	439
"Ifnb1.Il20ra"	"Ifnb1"	"Il20ra"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Ifnb1.Ifngr1"	"Ifnb1"	"Ifngr1"	0	0	0	0	0	0	0	0	0	800	0	152	75	829
"Ifnb1.Traf3"	"Ifnb1"	"Traf3"	0	0	0	0	0	0	0	0	0	0	0	537	0	537
"Ifnb1.Tnfrsf10b"	"Ifnb1"	"Tnfrsf10b"	0	0	0	0	0	0	0	0	0	0	0	175	0	175
"Ifnb1.Osmr"	"Ifnb1"	"Osmr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Ifnb1.Tfrc"	"Ifnb1"	"Tfrc"	0	0	0	0	0	0	0	0	0	0	0	63	142	161
"Ifnb1.Ifngr2"	"Ifnb1"	"Ifngr2"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Ifnb1.Ifnar1"	"Ifnb1"	"Ifnar1"	0	0	0	0	0	0	0	900	70	900	628	200	130	997
"Ifnb1.Ifnar2"	"Ifnb1"	"Ifnar2"	0	0	0	0	0	0	0	0	164	900	628	0	66	967
"Ifnb1.Cd4"	"Ifnb1"	"Cd4"	0	0	0	0	0	0	0	0	0	0	0	77	386	409
"Ifnb1.Fas"	"Ifnb1"	"Fas"	0	0	0	0	0	0	0	0	0	0	0	129	65	150
"Ifnb1.Ly96"	"Ifnb1"	"Ly96"	0	0	0	0	0	0	0	0	0	0	0	213	0	213
"Ifnb1.Ccr1"	"Ifnb1"	"Ccr1"	0	0	0	0	0	0	0	0	0	0	0	203	0	203
"Ifnb1.Tnfrsf11a"	"Ifnb1"	"Tnfrsf11a"	0	0	0	0	0	0	0	0	0	0	0	47	213	217
"Ifnb1.Sell"	"Ifnb1"	"Sell"	0	0	0	0	0	0	0	0	0	0	0	193	0	193
"Ifnb1.Sele"	"Ifnb1"	"Sele"	0	0	0	0	0	0	0	0	0	0	0	178	0	177
"Ifnb1.Il2ra"	"Ifnb1"	"Il2ra"	0	0	0	0	0	0	0	0	0	800	0	66	66	810
"Ifnb1.Ntsr1"	"Ifnb1"	"Ntsr1"	0	0	0	0	0	0	0	0	0	0	0	0	359	359
"Ifnb1.Il6ra"	"Ifnb1"	"Il6ra"	0	0	0	0	0	0	0	0	0	800	0	64	67	810
"Ifnb1.Tlr2"	"Ifnb1"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	598	0	598
"Ifnb1.Csf3r"	"Ifnb1"	"Csf3r"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Ifnb1.Il21r"	"Ifnb1"	"Il21r"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Ifnb1.Il4ra"	"Ifnb1"	"Il4ra"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Ifnb1.Lyve1"	"Ifnb1"	"Lyve1"	0	0	0	0	0	0	0	0	0	0	0	0	178	177
"Ifnb1.Itgax"	"Ifnb1"	"Itgax"	0	0	0	0	0	0	0	0	0	0	0	412	0	412
"Ifnb1.Il13ra1"	"Ifnb1"	"Il13ra1"	0	0	0	0	0	0	0	0	0	800	0	74	0	806
"Ifnb1.Il13ra2"	"Ifnb1"	"Il13ra2"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Ifnb1.Avpr2"	"Ifnb1"	"Avpr2"	0	0	0	0	0	0	0	0	0	0	0	91	177	219
"Ifnb1.Lamp1"	"Ifnb1"	"Lamp1"	0	0	0	0	0	0	0	0	0	0	0	152	0	151
"Ifnb1.Il10ra"	"Ifnb1"	"Il10ra"	0	0	0	0	0	0	0	0	0	800	0	0	65	805
"Ifnb1.Adra2a"	"Ifnb1"	"Adra2a"	0	0	0	0	0	0	0	0	0	0	0	310	0	309
"Ifnb1.Lepr"	"Ifnb1"	"Lepr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Ifnb1.Flt3"	"Ifnb1"	"Flt3"	0	0	0	0	0	0	0	0	0	0	0	178	0	177
"Ifnb1.Il22ra2"	"Ifnb1"	"Il22ra2"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Ifnb1.Cd81"	"Ifnb1"	"Cd81"	0	0	0	0	0	0	0	0	0	0	0	204	0	204
"Ifnb1.Tlr4"	"Ifnb1"	"Tlr4"	0	0	0	0	0	0	0	0	0	0	0	599	0	599
"Ifnb1.Cxcr3"	"Ifnb1"	"Cxcr3"	0	0	0	0	0	0	0	0	0	0	0	443	0	443
"Ifnb1.Fpr1"	"Ifnb1"	"Fpr1"	0	0	0	0	0	0	0	0	0	0	0	0	160	159
"Ifnb1.Itga2"	"Ifnb1"	"Itga2"	0	0	0	0	0	0	0	0	0	0	0	155	0	154
"Fgf4.Ngfr"	"Fgf4"	"Ngfr"	0	0	0	0	0	0	0	0	0	800	0	122	0	816
"Fgf4.Pdgfra"	"Fgf4"	"Pdgfra"	0	0	0	0	0	0	0	0	64	800	0	271	219	879
