"Ligand"	"Receptor"	"neighborhood"	"neighborhood_transferred"	"fusion"	"cooccurence"	"homology"	"coexpression"	"coexpression_transferred"	"experiments"	"experiments_transferred"	"database"	"database_transferred"	"textmining"	"textmining_transferred"	"combined_score"
"Mmp13.Mmp24"	"Mmp13"	"Mmp24"	0	0	0	0	859	0	0	0	72	0	0	637	88	155
"Lamb3.Mmp24"	"Lamb3"	"Mmp24"	0	0	0	0	0	0	0	0	0	0	0	138	437	494
"Timp2.Mmp24"	"Timp2"	"Mmp24"	0	0	0	0	0	0	0	0	270	0	492	610	539	924
"Mmp9.Mmp24"	"Mmp9"	"Mmp24"	0	0	0	0	650	0	64	0	96	0	0	633	383	350
"Ccl4.Mmp24"	"Ccl4"	"Mmp24"	0	0	0	0	0	0	0	0	68	0	0	47	148	177
"Icam5.Mmp24"	"Icam5"	"Mmp24"	0	0	0	0	0	0	0	0	0	0	0	0	152	151
"Timp3.Mmp24"	"Timp3"	"Mmp24"	0	0	0	0	0	0	0	0	270	0	0	550	343	765
"Hsp90aa1.Mmp24"	"Hsp90aa1"	"Mmp24"	0	0	0	0	0	0	0	0	107	0	0	0	139	198
"Plau.Mmp24"	"Plau"	"Mmp24"	0	0	0	0	0	0	0	0	120	0	0	248	0	309
"Fgf9.Mmp24"	"Fgf9"	"Mmp24"	0	0	0	0	0	0	0	0	0	0	0	55	207	218
"Adam28.Mmp24"	"Adam28"	"Mmp24"	0	0	0	0	0	0	0	0	0	0	0	310	0	309
"Wnt1.Mmp24"	"Wnt1"	"Mmp24"	0	0	0	0	0	0	0	0	0	0	0	57	150	164
"Tnf.Mmp24"	"Tnf"	"Mmp24"	0	0	0	0	0	0	0	0	74	0	0	192	0	219
"Col7a1.Mmp24"	"Col7a1"	"Mmp24"	0	0	0	0	0	0	0	0	0	0	0	106	117	176
"Il6.Mmp24"	"Il6"	"Mmp24"	0	0	0	0	0	0	0	0	0	0	0	0	523	523
"Serpine2.Mmp24"	"Serpine2"	"Mmp24"	0	0	0	0	0	0	0	0	68	0	0	143	87	207
"Col5a1.Mmp24"	"Col5a1"	"Mmp24"	0	0	0	0	0	0	0	0	0	0	0	140	208	289
"Bmp2.Mmp24"	"Bmp2"	"Mmp24"	0	0	0	0	0	0	0	0	66	0	0	0	380	396
"Il1b.Mmp24"	"Il1b"	"Mmp24"	0	0	0	0	0	0	0	0	72	0	0	0	129	157
"Ghrh.Crhr2"	"Ghrh"	"Crhr2"	0	0	0	0	0	0	0	0	83	900	0	0	135	913
"Ghrh.Adcy9"	"Ghrh"	"Adcy9"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Ghrh.Pth1r"	"Ghrh"	"Pth1r"	0	0	0	0	0	0	0	0	83	900	0	0	156	915
"Ghrh.Vipr2"	"Ghrh"	"Vipr2"	0	0	0	0	0	0	0	0	83	900	0	143	209	929
"Ghrh.Adora2b"	"Ghrh"	"Adora2b"	0	0	0	0	0	0	0	0	0	900	0	0	71	903
"Ghrh.Adcy1"	"Ghrh"	"Adcy1"	0	0	0	0	0	0	0	0	0	900	0	0	65	902
"Ghrh.Tshr"	"Ghrh"	"Tshr"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Ghrh.Adcy8"	"Ghrh"	"Adcy8"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Ghrh.Lhcgr"	"Ghrh"	"Lhcgr"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Ghrh.Gcgr"	"Ghrh"	"Gcgr"	0	0	0	0	0	0	0	0	83	900	0	245	135	932
"Ghrh.Drd4"	"Ghrh"	"Drd4"	0	0	0	0	0	0	0	0	0	0	0	172	71	197
"Ghrh.Pth2r"	"Ghrh"	"Pth2r"	0	0	0	0	0	0	0	0	83	900	0	0	158	916
"Il21.Il12rb1"	"Il21"	"Il12rb1"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il21.Il7r"	"Il21"	"Il7r"	0	0	0	0	0	0	0	0	0	800	0	0	84	808
"Il21.Epor"	"Il21"	"Epor"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il21.Il12rb2"	"Il21"	"Il12rb2"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il21.Cd40"	"Il21"	"Cd40"	0	0	0	0	0	0	0	0	0	0	0	257	129	325
"Il21.Il20ra"	"Il21"	"Il20ra"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il21.Ifngr1"	"Il21"	"Ifngr1"	0	0	0	0	0	0	0	0	0	800	0	0	84	808
"Il21.Osmr"	"Il21"	"Osmr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il21.Ifngr2"	"Il21"	"Ifngr2"	0	0	0	0	0	0	0	0	0	800	0	278	338	896
"Il21.Ifnar1"	"Il21"	"Ifnar1"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il21.Ifnar2"	"Il21"	"Ifnar2"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il21.Cd4"	"Il21"	"Cd4"	0	0	0	0	0	0	0	0	0	0	0	43	190	191
"Il21.Sell"	"Il21"	"Sell"	0	0	0	0	0	0	0	0	0	0	0	152	75	182
"Il21.Il2ra"	"Il21"	"Il2ra"	0	0	0	0	0	0	0	0	0	800	0	0	83	808
"Il2.Cntn1"	"Il2"	"Cntn1"	0	0	0	0	0	0	0	0	0	0	0	0	411	411
"Il2.Ngfr"	"Il2"	"Ngfr"	0	0	0	0	0	0	0	0	165	0	0	0	148	258
"Il2.Il12rb1"	"Il2"	"Il12rb1"	0	0	0	0	0	0	0	0	0	800	0	0	68	805
"Il2.Cd3g"	"Il2"	"Cd3g"	0	0	0	0	0	0	0	0	0	0	559	0	107	589
"Il2.Cd79a"	"Il2"	"Cd79a"	0	0	0	0	0	0	0	0	0	0	0	0	448	448
"Il2.Il7r"	"Il2"	"Il7r"	0	0	0	0	0	0	71	0	0	800	0	0	210	840
"Il2.Cd44"	"Il2"	"Cd44"	0	0	0	0	0	0	0	0	0	0	0	0	711	711
"Il2.Kit"	"Il2"	"Kit"	0	0	0	0	0	0	0	0	0	0	0	0	737	737
"Il2.Itgae"	"Il2"	"Itgae"	0	0	0	0	0	0	0	0	0	0	0	0	717	717
"Il2.Epor"	"Il2"	"Epor"	0	0	0	0	0	0	0	0	0	800	0	0	213	835
"Il2.Il12rb2"	"Il2"	"Il12rb2"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il2.Cd40"	"Il2"	"Cd40"	0	0	0	0	0	0	0	0	0	0	0	90	797	807
"Il2.Il20ra"	"Il2"	"Il20ra"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il2.Ifngr1"	"Il2"	"Ifngr1"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il2.Egfr"	"Il2"	"Egfr"	0	0	0	0	0	0	0	0	0	0	0	0	221	221
"Il2.Nrcam"	"Il2"	"Nrcam"	0	0	0	0	0	0	0	0	0	0	0	0	190	190
"Il2.Ptprg"	"Il2"	"Ptprg"	0	0	0	0	0	0	0	0	0	0	0	0	217	217
"Il2.Osmr"	"Il2"	"Osmr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il2.Tfrc"	"Il2"	"Tfrc"	0	0	0	0	0	0	0	0	0	0	0	53	745	748
"Il2.Ifngr2"	"Il2"	"Ifngr2"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il2.Ifnar1"	"Il2"	"Ifnar1"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il2.Ifnar2"	"Il2"	"Ifnar2"	0	0	0	0	0	0	0	0	0	800	0	0	100	812
"Il2.Cd4"	"Il2"	"Cd4"	0	0	0	0	0	0	0	0	0	0	0	49	482	486
"Il2.Csf1r"	"Il2"	"Csf1r"	0	0	0	0	0	0	0	0	0	0	0	0	717	717
"Il2.Cd5"	"Il2"	"Cd5"	0	0	0	0	0	0	125	0	0	0	0	0	213	281
"Il2.Fas"	"Il2"	"Fas"	0	0	0	0	0	0	0	0	0	0	0	0	213	213
"Il2.Ccr1"	"Il2"	"Ccr1"	0	0	0	0	0	0	0	0	0	0	0	0	727	727
"Il2.Cd28"	"Il2"	"Cd28"	0	0	0	0	0	0	0	0	0	0	0	0	736	736
"Il2.Cd247"	"Il2"	"Cd247"	0	0	0	0	0	0	70	0	0	0	559	0	221	652
"Il2.Sell"	"Il2"	"Sell"	0	0	0	0	0	0	0	0	0	0	0	0	435	435
"Il2.Il2ra"	"Il2"	"Il2ra"	0	0	0	0	0	0	0	0	895	900	628	396	734	999
"Il2.Cd82"	"Il2"	"Cd82"	0	0	0	0	0	0	0	0	72	0	0	127	84	193
"Il12a.Il12rb1"	"Il12a"	"Il12rb1"	0	0	0	0	0	0	0	0	370	800	628	216	0	958
"Il12a.Il17ra"	"Il12a"	"Il17ra"	0	0	0	0	0	0	0	0	0	0	0	392	0	392
"Il12a.Cd79a"	"Il12a"	"Cd79a"	0	0	0	0	0	0	0	0	0	0	0	170	0	169
"Il12a.Il7r"	"Il12a"	"Il7r"	0	0	0	0	0	0	0	0	0	800	0	43	0	800
"Il12a.Itgae"	"Il12a"	"Itgae"	0	0	0	0	0	0	0	0	0	0	0	270	0	270
"Il12a.Epor"	"Il12a"	"Epor"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il12a.Il12rb2"	"Il12a"	"Il12rb2"	0	0	0	0	0	0	0	0	165	800	628	144	0	939
"Il12a.Cd40"	"Il12a"	"Cd40"	0	0	0	0	0	0	0	0	0	0	0	650	0	650
"Il12a.Il20ra"	"Il12a"	"Il20ra"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il12a.Ifngr1"	"Il12a"	"Ifngr1"	0	0	0	0	0	0	0	0	0	800	0	126	0	817
"Il12a.Osmr"	"Il12a"	"Osmr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il12a.Ifngr2"	"Il12a"	"Ifngr2"	0	0	0	0	0	0	0	0	0	800	0	98	497	901
"Il12a.Ifnar1"	"Il12a"	"Ifnar1"	0	0	0	0	0	0	0	0	0	800	0	47	0	801
"Il12a.Ifnar2"	"Il12a"	"Ifnar2"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il12a.Cd4"	"Il12a"	"Cd4"	0	0	0	0	0	0	0	0	0	0	0	351	0	351
"Il12a.Ccr1"	"Il12a"	"Ccr1"	0	0	0	0	0	0	0	0	0	0	443	216	0	544
"Il12a.Cd28"	"Il12a"	"Cd28"	0	0	0	0	0	0	0	0	165	0	0	49	0	171
"Il12a.Il1r1"	"Il12a"	"Il1r1"	0	0	0	0	0	0	0	0	0	0	559	65	0	570
"Il12a.Sell"	"Il12a"	"Sell"	0	0	0	0	0	0	0	0	0	0	0	307	0	307
"Il12a.Il2ra"	"Il12a"	"Il2ra"	0	0	0	0	0	0	0	0	0	800	0	94	0	811
"Tshb.Cd79a"	"Tshb"	"Cd79a"	0	0	0	0	0	0	0	0	0	0	0	216	0	216
"Tshb.Crhr2"	"Tshb"	"Crhr2"	0	0	0	0	0	0	0	0	0	0	0	274	0	274
"Tshb.Pth1r"	"Tshb"	"Pth1r"	0	0	0	0	0	0	0	0	0	0	0	225	0	224
"Tshb.Cav1"	"Tshb"	"Cav1"	0	0	0	0	0	0	0	0	0	0	0	204	0	204
"Tshb.Cd40"	"Tshb"	"Cd40"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"Tshb.Avpr1a"	"Tshb"	"Avpr1a"	0	0	0	0	0	0	0	0	0	0	0	177	0	177
"Tshb.Egfr"	"Tshb"	"Egfr"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"Tshb.Tshr"	"Tshb"	"Tshr"	0	0	0	0	0	0	0	0	165	900	0	865	0	987
"Tshb.Ptch1"	"Tshb"	"Ptch1"	0	0	0	0	0	0	0	0	0	0	0	512	0	512
"Tshb.Lhcgr"	"Tshb"	"Lhcgr"	0	0	0	0	0	0	0	0	114	0	0	251	75	332
"Tshb.Gpr39"	"Tshb"	"Gpr39"	0	0	0	0	0	0	0	0	0	0	0	158	0	157
"Ins2.Npr1"	"Ins2"	"Npr1"	0	0	0	0	0	0	0	0	0	0	0	77	181	211
"Ace.Npr1"	"Ace"	"Npr1"	0	0	0	0	0	0	0	0	0	0	0	269	0	269
"Tgfb1.Npr1"	"Tgfb1"	"Npr1"	0	0	0	0	0	0	0	0	0	0	0	166	94	212
"Tgfb3.Npr1"	"Tgfb3"	"Npr1"	0	0	0	0	0	0	0	0	0	0	0	136	94	183
"Angptl2.Npr1"	"Angptl2"	"Npr1"	0	0	0	0	0	0	0	0	0	0	0	107	126	186
"Clec3a.Npr1"	"Clec3a"	"Npr1"	0	0	0	0	0	0	0	0	0	0	0	0	180	179
"Pomc.Npr1"	"Pomc"	"Npr1"	0	0	0	0	0	0	0	0	0	0	0	164	0	163
"Hsp90aa1.Npr1"	"Hsp90aa1"	"Npr1"	0	0	0	0	0	0	0	0	256	0	0	89	401	558
"Edn1.Npr1"	"Edn1"	"Npr1"	0	0	0	0	0	0	0	0	0	0	0	73	143	171
"Guca2a.Npr1"	"Guca2a"	"Npr1"	0	0	0	0	0	0	0	0	98	0	0	0	185	233
"Gnb3.Npr1"	"Gnb3"	"Npr1"	0	0	0	0	0	0	0	0	164	0	0	43	208	311
"Tnf.Npr1"	"Tnf"	"Npr1"	0	0	0	0	0	0	0	0	0	0	0	216	0	216
"Hras.Npr1"	"Hras"	"Npr1"	0	0	0	0	0	0	0	0	113	0	0	76	108	205
"Nppc.Npr1"	"Nppc"	"Npr1"	0	0	0	0	0	0	0	0	351	0	0	523	75	688
"Mdk.Npr1"	"Mdk"	"Npr1"	0	0	0	0	0	0	0	0	0	0	0	166	0	165
"F2.Npr1"	"F2"	"Npr1"	0	0	0	0	0	0	0	0	0	0	0	193	0	193
"Ccl2.Il6ra"	"Ccl2"	"Il6ra"	0	0	0	0	0	0	0	0	0	0	0	142	107	201
"Il4.Il6ra"	"Il4"	"Il6ra"	0	0	0	0	0	0	0	0	0	800	0	0	179	828
"Il19.Il6ra"	"Il19"	"Il6ra"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il10.Il6ra"	"Il10"	"Il6ra"	0	0	0	0	0	0	0	0	0	800	0	74	213	841
"Csf2.Il6ra"	"Csf2"	"Il6ra"	0	0	0	0	0	0	0	0	0	800	0	0	145	821
"Il13.Il6ra"	"Il13"	"Il6ra"	0	0	0	0	0	0	0	0	0	800	0	0	97	811
"Il9.Il6ra"	"Il9"	"Il6ra"	0	0	0	0	0	0	0	0	0	800	0	111	66	819
"Tslp.Il6ra"	"Tslp"	"Il6ra"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Tnf.Il6ra"	"Tnf"	"Il6ra"	0	0	0	0	0	0	0	0	0	0	0	214	88	252
"Il23a.Il6ra"	"Il23a"	"Il6ra"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il6.Il6ra"	"Il6"	"Il6ra"	0	0	0	0	0	0	0	0	955	900	628	607	781	999
"Il20.Il6ra"	"Il20"	"Il6ra"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il1b.Il6ra"	"Il1b"	"Il6ra"	0	0	0	0	0	0	0	0	0	0	0	0	184	183
"Il21.Il6ra"	"Il21"	"Il6ra"	0	0	0	0	0	0	0	0	0	800	0	0	65	805
"Il2.Il6ra"	"Il2"	"Il6ra"	0	0	0	0	0	0	0	0	0	800	0	0	181	829
"Il12a.Il6ra"	"Il12a"	"Il6ra"	0	0	0	0	0	0	0	0	165	800	0	73	0	831
"Efna1.Cntn1"	"Efna1"	"Cntn1"	0	0	0	0	0	0	0	0	0	0	0	0	213	213
"Efna1.Ngfr"	"Efna1"	"Ngfr"	0	0	0	0	0	0	0	0	0	800	0	0	142	821
"Efna1.Pdgfra"	"Efna1"	"Pdgfra"	0	0	0	0	0	0	0	0	154	800	0	52	601	927
"Efna1.Plxnb3"	"Efna1"	"Plxnb3"	0	0	0	0	0	0	166	0	0	0	0	0	146	257
"Efna1.Axl"	"Efna1"	"Axl"	0	0	0	0	0	0	0	0	154	0	0	0	68	177
"Efna1.Plxna3"	"Efna1"	"Plxna3"	0	0	0	0	0	0	166	0	0	0	0	0	107	223
"Efna1.Fgfr4"	"Efna1"	"Fgfr4"	0	0	0	0	0	0	0	0	154	800	0	74	69	834
"Efna1.Igf1r"	"Efna1"	"Igf1r"	0	0	0	0	0	0	0	0	154	800	0	0	68	828
"Efna1.Kit"	"Efna1"	"Kit"	0	0	0	0	0	0	0	0	154	800	0	44	69	829
"Efna1.Epha2"	"Efna1"	"Epha2"	0	0	0	0	0	0	454	0	928	800	559	480	806	999
"Efna1.Fgfrl1"	"Efna1"	"Fgfrl1"	0	0	0	0	0	0	0	0	154	0	0	0	69	178
"Efna1.Mertk"	"Efna1"	"Mertk"	0	0	0	0	0	0	0	0	154	0	0	0	68	177
"Efna1.Plxnd1"	"Efna1"	"Plxnd1"	0	0	0	0	0	0	166	0	0	0	0	0	107	223
"Efna1.Egfr"	"Efna1"	"Egfr"	0	0	0	0	0	0	0	0	71	800	0	0	107	819
"Efna1.Flt4"	"Efna1"	"Flt4"	0	0	0	0	0	0	0	0	154	800	0	0	418	893
"Efna1.Itgb4"	"Efna1"	"Itgb4"	0	0	0	0	0	0	0	0	0	0	0	150	83	187
"Efna1.Ror2"	"Efna1"	"Ror2"	0	0	0	0	0	0	0	0	154	0	0	0	68	177
"Efna1.Pdgfrb"	"Efna1"	"Pdgfrb"	0	0	0	0	0	0	0	0	154	800	0	61	701	946
"Efna1.Csf1r"	"Efna1"	"Csf1r"	0	0	0	0	0	0	0	0	154	800	0	0	69	828
"Efna1.Epha4"	"Efna1"	"Epha4"	0	0	0	0	0	0	454	0	902	800	559	396	738	999
"Efna1.Tyro3"	"Efna1"	"Tyro3"	0	0	0	0	0	0	0	0	154	0	0	0	68	177
"Vcam1.Itgb2l"	"Vcam1"	"Itgb2l"	0	0	0	0	0	0	0	0	96	0	369	0	126	457
"Vcam1.Pdgfra"	"Vcam1"	"Pdgfra"	0	0	0	0	0	116	0	0	0	0	0	0	136	203
"Vcam1.Itgb7"	"Vcam1"	"Itgb7"	0	0	0	0	0	0	0	0	164	800	559	0	337	944
"Vcam1.Esam"	"Vcam1"	"Esam"	0	0	0	0	0	0	0	0	0	0	0	0	486	485
"Vcam1.Axl"	"Vcam1"	"Axl"	0	0	0	0	0	226	0	0	0	0	0	107	0	279
"Vcam1.Cd79a"	"Vcam1"	"Cd79a"	0	0	0	0	0	0	0	0	0	0	0	70	174	198
"Vcam1.Cd44"	"Vcam1"	"Cd44"	0	0	0	0	0	141	0	0	0	900	0	0	347	939
"Vcam1.Kit"	"Vcam1"	"Kit"	0	0	0	0	0	0	0	0	0	0	0	0	209	209
"Vcam1.Eng"	"Vcam1"	"Eng"	0	0	0	0	0	0	0	0	0	0	0	0	208	208
"Vcam1.Cd40"	"Vcam1"	"Cd40"	0	0	0	0	0	125	0	0	0	0	0	66	347	419
"Vcam1.Flt4"	"Vcam1"	"Flt4"	0	0	0	0	0	0	0	0	0	0	0	0	182	181
"Vcam1.Itgb3"	"Vcam1"	"Itgb3"	0	0	0	0	0	0	0	0	111	0	436	98	181	580
"Vcam1.Itgb4"	"Vcam1"	"Itgb4"	0	0	0	0	0	0	0	0	96	0	369	0	126	457
"Vcam1.Osmr"	"Vcam1"	"Osmr"	0	0	0	0	0	279	0	0	0	0	0	0	0	279
"Vcam1.Itga5"	"Vcam1"	"Itga5"	0	0	0	0	0	0	0	0	0	0	444	219	117	583
"Vcam1.Cd4"	"Vcam1"	"Cd4"	0	0	0	0	0	0	0	0	0	0	0	0	190	190
"Vcam1.Cdh2"	"Vcam1"	"Cdh2"	0	0	0	0	0	0	0	0	0	0	0	0	711	711
"Vcam1.Csf1r"	"Vcam1"	"Csf1r"	0	0	0	0	0	111	0	0	0	0	0	46	717	739
"Vcam1.Itgb8"	"Vcam1"	"Itgb8"	0	0	0	0	0	0	0	0	96	0	369	0	126	457
"Vcam1.Marco"	"Vcam1"	"Marco"	0	0	0	0	0	126	0	0	0	0	0	0	149	224
"Vcam1.Sell"	"Vcam1"	"Sell"	0	0	0	0	0	148	0	0	0	0	0	152	175	351
"Vcam1.Sele"	"Vcam1"	"Sele"	0	0	0	0	0	0	0	0	0	0	0	270	479	603
"Vcam1.Itga8"	"Vcam1"	"Itga8"	0	0	0	0	0	0	0	0	0	0	444	0	117	488
"Vcam1.Traf2"	"Vcam1"	"Traf2"	0	0	0	0	0	0	0	0	0	0	0	331	0	331
"Vcam1.Itgb6"	"Vcam1"	"Itgb6"	0	0	0	0	0	0	0	0	108	0	426	0	173	539
"Vcam1.Itgav"	"Vcam1"	"Itgav"	0	0	0	0	0	0	0	0	0	0	444	0	117	488
"Vcam1.Itga6"	"Vcam1"	"Itga6"	0	0	0	0	0	0	0	0	0	0	444	0	117	488
"Ccl2.Tlr2"	"Ccl2"	"Tlr2"	0	0	0	0	0	508	0	0	0	0	0	447	119	739
"Ins2.Tlr2"	"Ins2"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	72	180	206
"Cdh1.Tlr2"	"Cdh1"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	255	0	254
"Fasl.Tlr2"	"Fasl"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	107	108	169
"Il4.Tlr2"	"Il4"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	46	737	738
"Ccl3.Tlr2"	"Ccl3"	"Tlr2"	0	0	0	0	0	463	0	0	0	0	0	152	84	546
"Tgfb1.Tlr2"	"Tgfb1"	"Tlr2"	0	0	0	0	0	0	0	0	82	0	0	301	108	377
"Apoe.Tlr2"	"Apoe"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	249	724	784
"Ebi3.Tlr2"	"Ebi3"	"Tlr2"	0	0	0	0	0	397	0	0	0	0	0	0	0	396
"Calr.Tlr2"	"Calr"	"Tlr2"	0	0	0	0	0	0	0	0	72	0	0	49	133	168
"Mmp12.Tlr2"	"Mmp12"	"Tlr2"	0	0	0	0	0	212	0	0	0	0	0	250	371	595
"Timp1.Tlr2"	"Timp1"	"Tlr2"	0	0	0	0	0	157	0	0	0	0	0	240	100	373
"Csf1.Tlr2"	"Csf1"	"Tlr2"	0	0	0	0	0	186	0	0	0	0	0	46	67	212
"Mmp13.Tlr2"	"Mmp13"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	259	371	514
"Il10.Tlr2"	"Il10"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	90	452	480
"Timp2.Tlr2"	"Timp2"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	107	100	161
"Mmp9.Tlr2"	"Mmp9"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	874	106	882
"Mmp7.Tlr2"	"Mmp7"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"Csf2.Tlr2"	"Csf2"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	0	738	738
"Cxcl16.Tlr2"	"Cxcl16"	"Tlr2"	0	0	0	0	0	465	0	0	0	0	0	561	0	755
"Ccl4.Tlr2"	"Ccl4"	"Tlr2"	0	0	0	0	0	493	0	0	0	0	0	535	0	754
"Ccl9.Tlr2"	"Ccl9"	"Tlr2"	0	0	0	0	0	292	0	0	0	0	0	153	68	392
"Icam5.Tlr2"	"Icam5"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	0	454	454
"Vip.Tlr2"	"Vip"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	0	705	705
"Timp3.Tlr2"	"Timp3"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	110	100	164
"Il13.Tlr2"	"Il13"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	0	176	175
"Nampt.Tlr2"	"Nampt"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	149	66	171
"Ccl7.Tlr2"	"Ccl7"	"Tlr2"	0	0	0	0	0	348	0	0	0	0	0	0	0	347
"Hsp90aa1.Tlr2"	"Hsp90aa1"	"Tlr2"	0	0	0	0	0	0	0	0	166	0	0	352	140	494
"Ly86.Tlr2"	"Ly86"	"Tlr2"	0	0	0	0	0	376	0	0	111	0	0	0	138	480
"Sftpa1.Tlr2"	"Sftpa1"	"Tlr2"	0	0	0	0	0	0	0	0	134	0	494	45	0	544
"Plau.Tlr2"	"Plau"	"Tlr2"	0	0	0	0	0	0	0	0	63	0	0	143	0	162
"Tnfsf11.Tlr2"	"Tnfsf11"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	136	128	214
"Cxcl13.Tlr2"	"Cxcl13"	"Tlr2"	0	0	0	0	0	157	0	0	0	0	0	0	0	156
"Gnb3.Tlr2"	"Gnb3"	"Tlr2"	0	0	0	0	0	0	0	0	111	0	0	0	139	201
"C3.Tlr2"	"C3"	"Tlr2"	0	0	0	0	0	143	0	0	0	0	0	69	141	254
"Tslp.Tlr2"	"Tslp"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	0	208	208
"Tnf.Tlr2"	"Tnf"	"Tlr2"	0	0	0	0	0	367	0	0	0	0	0	859	288	930
"Lta.Tlr2"	"Lta"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	331	0	331
"Hras.Tlr2"	"Hras"	"Tlr2"	0	66	0	0	0	0	0	0	116	0	0	149	149	322
"Il6.Tlr2"	"Il6"	"Tlr2"	0	0	0	0	0	213	0	0	0	0	0	136	798	851
"Il17a.Tlr2"	"Il17a"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	0	352	351
"Sema4c.Tlr2"	"Sema4c"	"Tlr2"	0	0	0	0	0	0	0	0	63	0	0	191	0	209
"Serpine2.Tlr2"	"Serpine2"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	204	0	204
"Mdk.Tlr2"	"Mdk"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	354	0	354
"F2.Tlr2"	"F2"	"Tlr2"	0	0	0	0	0	0	0	0	63	0	0	280	0	296
"Il1b.Tlr2"	"Il1b"	"Tlr2"	0	0	0	0	0	580	0	0	0	0	0	176	419	781
"Il1a.Tlr2"	"Il1a"	"Tlr2"	0	0	0	0	0	185	0	0	0	0	0	0	184	306
"Il2.Tlr2"	"Il2"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	42	180	180
"Il12a.Tlr2"	"Il12a"	"Tlr2"	0	0	0	0	0	0	0	0	0	0	0	603	0	603
"Vcam1.Tlr2"	"Vcam1"	"Tlr2"	0	0	0	0	0	267	0	0	0	0	0	0	179	372
"Pdgfc.Ngfr"	"Pdgfc"	"Ngfr"	0	0	0	0	0	0	0	0	0	800	0	52	0	802
"Pdgfc.Pdgfra"	"Pdgfc"	"Pdgfra"	0	0	0	0	0	0	0	0	632	800	559	603	696	995
"Pdgfc.Smo"	"Pdgfc"	"Smo"	0	0	0	0	0	0	0	0	0	0	0	88	164	204
"Pdgfc.Fgfr4"	"Pdgfc"	"Fgfr4"	0	0	0	0	0	0	0	0	165	800	310	52	66	879
"Pdgfc.Igf1r"	"Pdgfc"	"Igf1r"	0	0	0	0	0	0	0	0	96	800	0	97	66	827
"Pdgfc.Kit"	"Pdgfc"	"Kit"	0	0	0	0	0	0	0	0	165	800	310	412	74	925
"Pdgfc.Epha2"	"Pdgfc"	"Epha2"	0	0	0	0	0	0	0	0	96	800	0	86	0	820
"Pdgfc.Tgfbr1"	"Pdgfc"	"Tgfbr1"	0	0	0	0	0	0	0	0	0	0	0	211	0	211
"Pdgfc.Fgfrl1"	"Pdgfc"	"Fgfrl1"	0	0	0	0	0	0	0	0	165	0	310	153	66	483
