Human.gene.name,Gene.name
ITFG2,ITFG2
YIF1B,YIF1B
DEFB126,DEFB126
RPL39L,RPL39L
CD200R1L,CD200R1L
CD200R1,CD200R1
AC009336.2,AC009336.2
SIK3,SIK3
CYP2A6,CYP2A6
CYP2A13,CYP2A13
CYP2A7,CYP2A7
HOXD3,HOXD3
NAA60,NAA60
DEFB125,DEFB125
SH3BGRL3,SH3BGRL3
CPZ,CPZ
HOXD8,HOXD8
TBX5,TBX5
PDK3,PDK3
TESPA1,TESPA1
DBN1,DBN1
QRFPR,QRFPR
C17orf97,C17orf97
CABP2,CABP2
PLA2G12A,PLA2G12A
GLRB,GLRB
ERCC2,ERCC2
XPNPEP2,XPNPEP2
HOXD4,HOXD4
MIA3,MIA3
SEC61G,SEC61G
RFLNB,RFLNB
FOXM1,FOXM1
CROT,CROT
VNN3,VNN3
PABPN1L,PABPN1L
TRAV8-1,TRAV8-1
TRAV8-3,TRAV8-3
ZFP36L2,ZFP36L2
DEFB115,DEFB115
ALDH1A1,ALDH1A1
DEFB116,DEFB116
ZNF830,ZNF830
ZKSCAN4,ZKSCAN4
LRP6,LRP6
TCL1B,TCL1B
ABCC10,ABCC10
NUP133,NUP133
NPY1R,NPY1R
DUSP27,DUSP27
DEFB118,DEFB118
IGHV2-70,IGHV2-70
IGHV2OR16-5,IGHV2OR16-5
IGHV2-5,IGHV2-5
AC245369.1,AC245369.1
IGHV2-26,IGHV2-26
TTC38,TTC38
SLC5A4,SLC5A4
AC005841.2,AC005841.2
TRAV18,TRAV18
CPEB4,CPEB4
ARNTL,ARNTL
PLEKHA8,PLEKHA8
OR10G4,OR10G4
OR10G7,OR10G7
OR10G8,OR10G8
OR10G9,OR10G9
ACTRT3,ACTRT3
EHD3,EHD3
HAND1,HAND1
TRAV8-1,TRAV8-1
TRAV8-3,TRAV8-3
RASAL1,RASAL1
TBC1D30,TBC1D30
PPP1R12B,PPP1R12B
TNFRSF13B,TNFRSF13B
TEKT2,TEKT2
FAM50B,FAM50B
OR10G4,OR10G4
OR10G7,OR10G7
OR10G8,OR10G8
OR10G9,OR10G9
TGM6,TGM6
MOS,MOS
CHAMP1,CHAMP1
BOLA3,BOLA3
IGHV1-24,IGHV1-24
AC245369.4,AC245369.4
TRAV18,TRAV18
RAB4A,RAB4A
GNG11,GNG11
RBPJ,RBPJ
ANP32B,ANP32B
PRAF2,PRAF2
SUOX,SUOX
OR52K2,OR52K2
OR52K1,OR52K1
HAGHL,HAGHL
OR10G4,OR10G4
OR10G7,OR10G7
OR10G8,OR10G8
OR10G9,OR10G9
NAF1,NAF1
GPATCH2,GPATCH2
TMEM143,TMEM143
SLC35F5,SLC35F5
SLC2A6,SLC2A6
POLR3G,POLR3G
IGHV1-24,IGHV1-24
AC245369.4,AC245369.4
MAL,MAL
DHX38,DHX38
CPLX1,CPLX1
QRFPR,QRFPR
TCTEX1D1,TCTEX1D1
OR10G6,OR10G6
FKBP14,FKBP14
DCAF4L2,DCAF4L2
DCAF4L1,DCAF4L1
DCAF4,DCAF4
OR52M1,OR52M1
MYO10,MYO10
EMILIN3,EMILIN3
DEFB105A,DEFB105A
DEFB105B,DEFB105B
GDPGP1,GDPGP1
TAF1A,TAF1A
PLEKHG1,PLEKHG1
HSP90AB1,HSP90AB1
CA5A,CA5A
CHST12,CHST12
DEFB107A,DEFB107A
DEFB107B,DEFB107B
MYNN,MYNN
PLPPR2,PLPPR2
PXN,PXN
DDX20,DDX20
COPRS,COPRS
SYT2,SYT2
SNAI3,SNAI3
SLC10A7,SLC10A7
TRAV22,TRAV22
KLHDC4,KLHDC4
GPA33,GPA33
CREB3L4,CREB3L4
SPTBN5,SPTBN5
OR5H2,OR5H2
OR5H6,OR5H6
OR5H1,OR5H1
OR5H14,OR5H14
OR5H15,OR5H15
PDP2,PDP2
SSUH2,SSUH2
KLC3,KLC3
CD209,CD209
CLEC4M,CLEC4M
LENEP,LENEP
FLAD1,FLAD1
ZFAND5,ZFAND5
ALDOA,ALDOA
NSFL1C,NSFL1C
SEPT2,SEPT2
SETD1B,SETD1B
C1orf194,C1orf194
NBR1,NBR1
OLFML2B,OLFML2B
GPNMB,GPNMB
C5orf47,C5orf47
FTO,FTO
C4A,C4A
C4B,C4B
AASS,AASS
TRAPPC11,TRAPPC11
TXNL4B,TXNL4B
SMIM17,SMIM17
KIAA1324,KIAA1324
CAMKK1,CAMKK1
CHCHD4,CHCHD4
FBXO31,FBXO31
DUSP11,DUSP11
VWA3B,VWA3B
PPP4R4,PPP4R4
TCL1A,TCL1A
EHD4,EHD4
ZDBF2,ZDBF2
PRPF4B,PRPF4B
HDLBP,HDLBP
NARFL,NARFL
STX2,STX2
DEFB123,DEFB123
FAM90A1,FAM90A1
FAM90A26,FAM90A26
GALNT13,GALNT13
HMP19,HMP19
DLK2,DLK2
SSNA1,SSNA1
DEFB124,DEFB124
C1orf122,C1orf122
DEF8,DEF8
DDOST,DDOST
AL049844.3,AL049844.3
LTV1,LTV1
FBXO25,FBXO25
GDA,GDA
OR10S1,OR10S1
MRS2,MRS2
CCNT1,CCNT1
CNDP1,CNDP1
MANEAL,MANEAL
ZFY,ZFY
ZFX,ZFX
MTF1,MTF1
PLAG1,PLAG1
ARHGAP11A,ARHGAP11A
ARHGAP11B,ARHGAP11B
ABCG5,ABCG5
CD209,CD209
CLEC4M,CLEC4M
LRP12,LRP12
HHIPL2,HHIPL2
FUS,FUS
TM2D1,TM2D1
OR2L13,OR2L13
PIP5K1A,PIP5K1A
FLNB,FLNB
CFAP157,CFAP157
LARP1,LARP1
SPATC1L,SPATC1L
BET1,BET1
LY6L,LY6L
CKS1B,CKS1B
GNAT3,GNAT3
YRDC,YRDC
CYP2F1,CYP2F1
PTRH1,PTRH1
ISCA1,ISCA1
TMEM106B,TMEM106B
OR51H1,OR51H1
STX11,STX11
OR52I2,OR52I2
OR52I1,OR52I1
UGT2B15,UGT2B15
UGT2B28,UGT2B28
UGT2B10,UGT2B10
UGT2B4,UGT2B4
UGT2B17,UGT2B17
UGT2B7,UGT2B7
UGT2B11,UGT2B11
CWF19L2,CWF19L2
OR2L2,OR2L2
OR2L5,OR2L5
OR2L3,OR2L3
OR2L8,OR2L8
TDRP,TDRP
SLC9A2,SLC9A2
IGHV2-70,IGHV2-70
IGHV2OR16-5,IGHV2OR16-5
IGHV2-5,IGHV2-5
AC245369.1,AC245369.1
IGHV2-26,IGHV2-26
CLPB,CLPB
LARP1B,LARP1B
REM1,REM1
DYRK3,DYRK3
SSMEM1,SSMEM1
ABCG8,ABCG8
UBE2U,UBE2U
FAM57B,FAM57B
OR4D5,OR4D5
FOPNL,FOPNL
SHISA6,SHISA6
H2AFY2,H2AFY2
FAM212B,FAM212B
TNIP3,TNIP3
PADI6,PADI6
COX5B,COX5B
EPB41L4B,EPB41L4B
DNAH9,DNAH9
HINT3,HINT3
SLC41A3,SLC41A3
CORO2A,CORO2A
C2orf78,C2orf78
SLC3A2,SLC3A2
CACNG7,CACNG7
AIFM2,AIFM2
RNF185,RNF185
B4GALNT2,B4GALNT2
CD163,CD163
CSNK2A2,CSNK2A2
HP,HP
HPR,HPR
IWS1,IWS1
MEIS3,MEIS3
ATF7IP2,ATF7IP2
NCOA7,NCOA7
METTL11B,METTL11B
INSR,INSR
CDK2AP2,CDK2AP2
KIAA1841,KIAA1841
PPP2R1A,PPP2R1A
ZBTB49,ZBTB49
CACNG8,CACNG8
NANS,NANS
COX7C,COX7C
STX1A,STX1A
HIF1AN,HIF1AN
PAF1,PAF1
DMD,DMD
CHD2,CHD2
CHN1,CHN1
CCDC70,CCDC70
TRIM14,TRIM14
FSCN1,FSCN1
PZP,PZP
RAB5B,RAB5B
CHCHD7,CHCHD7
USE1,USE1
TCF19,TCF19
CASP6,CASP6
EIF2AK4,EIF2AK4
NSUN2,NSUN2
AC004997.1,AC004997.1
TBC1D10A,TBC1D10A
CDT1,CDT1
PDGFC,PDGFC
TC2N,TC2N
GIPC2,GIPC2
EGFR,EGFR
FOXA1,FOXA1
CDH15,CDH15
SF3B5,SF3B5
GTF3C6,GTF3C6
OR7A17,OR7A17
OR7A5,OR7A5
OR7A10,OR7A10
TRAV5,TRAV5
IL17A,IL17A
ANKRD11,ANKRD11
WDR34,WDR34
TRMT44,TRMT44
DTYMK,DTYMK
SIPA1L2,SIPA1L2
NAT1,NAT1
TRAV8-1,TRAV8-1
TRAV8-3,TRAV8-3
ATF6,ATF6
FNDC3A,FNDC3A
CHD6,CHD6
ANKUB1,ANKUB1
KCND2,KCND2
OR6A2,OR6A2
TRIM68,TRIM68
CCDC71L,CCDC71L
GNAI1,GNAI1
POLN,POLN
URB2,URB2
IL36G,IL36G
LONRF2,LONRF2
ESRRG,ESRRG
SYT5,SYT5
NAT1,NAT1
TET3,TET3
NIF3L1,NIF3L1
MAP1LC3B2,MAP1LC3B2
MAP1LC3B,MAP1LC3B
FGD6,FGD6
SMG7,SMG7
SOCS4,SOCS4
RDH10,RDH10
CLDN6,CLDN6
IL17F,IL17F
S100A3,S100A3
LRRIQ4,LRRIQ4
S100A3,S100A3
PAX2,PAX2
OR2L13,OR2L13
DPP4,DPP4
ZNF804A,ZNF804A
S100A4,S100A4
SWSAP1,SWSAP1
CLDN9,CLDN9
LRRC34,LRRC34
PAPD7,PAPD7
ZDHHC7,ZDHHC7
GRIFIN,GRIFIN
FEZF1,FEZF1
CASTOR1,CASTOR1
TTC6,TTC6
IL15RA,IL15RA
SNRPB,SNRPB
LIPI,LIPI
LRRK2,LRRK2
IL23A,IL23A
ORC2,ORC2
LY6H,LY6H
SPINT2,SPINT2
USP14,USP14
IGHV1-24,IGHV1-24
AC245369.4,AC245369.4
ZNF281,ZNF281
MALL,MALL
C9,C9
ANO3,ANO3
DPH3,DPH3
SRD5A1,SRD5A1
BANP,BANP
OR8D4,OR8D4
FBXO11,FBXO11
MYH7,MYH7
LRRC75B,LRRC75B
FAM20C,FAM20C
WASHC3,WASHC3
RAPGEF5,RAPGEF5
TRAV13-2,TRAV13-2
TRAV13-1,TRAV13-1
OXNAD1,OXNAD1
CAV3,CAV3
OR6X1,OR6X1
CHST10,CHST10
TUNAR,TUNAR
DNASE1L3,DNASE1L3
TRMT2B,TRMT2B
CCDC121,CCDC121
SEZ6L,SEZ6L
DOT1L,DOT1L
RFC1,RFC1
HAUS3,HAUS3
MUC15,MUC15
FAM171A1,FAM171A1
PPIL3,PPIL3
CDRT4,CDRT4
OXTR,OXTR
VNN1,VNN1
SF3B1,SF3B1
CENPN,CENPN
AGO3,AGO3
FAM168B,FAM168B
RASAL3,RASAL3
WDR62,WDR62
OR51D1,OR51D1
UGT2A3,UGT2A3
DUSP10,DUSP10
AC119396.1,AC119396.1
FAM69C,FAM69C
UBE2Q2,UBE2Q2
CD200R1L,CD200R1L
CD200R1,CD200R1
DEPDC1,DEPDC1
ZCCHC10,ZCCHC10
OR2AJ1,OR2AJ1
DUSP12,DUSP12
CDK2,CDK2
ADCK5,ADCK5
MCUB,MCUB
MFSD9,MFSD9
CD82,CD82
CYP4A11,CYP4A11
CYP4A22,CYP4A22
TMTC3,TMTC3
ZKSCAN8,ZKSCAN8
CDKL2,CDKL2
TRMU,TRMU
NT5DC3,NT5DC3
CACNG6,CACNG6
FIGLA,FIGLA
INHA,INHA
ACTC1,ACTC1
ERICH1,ERICH1
ZNF202,ZNF202
HOXD1,HOXD1
IL36A,IL36A
TDRD12,TDRD12
ING5,ING5
SGMS1,SGMS1
APOA1,APOA1
DSCC1,DSCC1
FTCD,FTCD
GJD2,GJD2
RASL10A,RASL10A
USP22,USP22
AP2A2,AP2A2
VWA2,VWA2
C19orf25,C19orf25
OR2AJ1,OR2AJ1
SLC5A4,SLC5A4
ZGLP1,ZGLP1
APC2,APC2
GAS2L1,GAS2L1
ARHGEF4,ARHGEF4
PMEL,PMEL
RAP1A,RAP1A
RAVER1,RAVER1
SPINK14,SPINK14
NT5DC3,NT5DC3
STAU2,STAU2
BEST3,BEST3
SLC39A1,SLC39A1
SHC1,SHC1
FKBP1C,FKBP1C
FKBP1A,FKBP1A
TNIP1,TNIP1
DGKA,DGKA
S100A5,S100A5
TMEM243,TMEM243
TAAR1,TAAR1
PTPRT,PTPRT
ZFY,ZFY
ZFX,ZFX
TYK2,TYK2
KLHL32,KLHL32
SPINK9,SPINK9
DMTF1,DMTF1
OR8U1,OR8U1
FZD3,FZD3
EIF2S3,EIF2S3
AC068775.1,AC068775.1
DTX1,DTX1
OR2AJ1,OR2AJ1
NCKAP5L,NCKAP5L
CDH16,CDH16
RPP14,RPP14
OR8J3,OR8J3
OR8J1,OR8J1
PADI4,PADI4
TIFA,TIFA
TAAR2,TAAR2
OR8K1,OR8K1
MSH3,MSH3
GLIPR1L1,GLIPR1L1
AC011346.1,AC011346.1
MAPRE3,MAPRE3
RASL10B,RASL10B
OR10A2,OR10A2
OR10A5,OR10A5
RWDD4,RWDD4
GBX2,GBX2
IGHV1-24,IGHV1-24
AC245369.4,AC245369.4
MAEL,MAEL
ANKIB1,ANKIB1
DNAJB2,DNAJB2
ZNF74,ZNF74
AC092042.3,AC092042.3
KRBOX1,KRBOX1
AP1AR,AP1AR
RBM11,RBM11
NUGGC,NUGGC
SPINK6,SPINK6
MVD,MVD
OR51E1,OR51E1
OR8K5,OR8K5
CD209,CD209
CLEC4M,CLEC4M
IGF2BP1,IGF2BP1
ITGA3,ITGA3
C9orf85,C9orf85
CPA2,CPA2
GLIPR1L2,GLIPR1L2
ZYX,ZYX
OR8K5,OR8K5
ZNF276,ZNF276
LGALS3,LGALS3
TEKT3,TEKT3
NADK,NADK
ABCB9,ABCB9
CCHCR1,CCHCR1
STXBP5L,STXBP5L
EPOR,EPOR
ANAPC2,ANAPC2
LFNG,LFNG
CACHD1,CACHD1
ASB18,ASB18
MTX2,MTX2
OR10A2,OR10A2
OR10A5,OR10A5
PHACTR2,PHACTR2
TUSC1,TUSC1
FDX2,FDX2
C14orf132,C14orf132
DHODH,DHODH
REG3G,REG3G
REG3A,REG3A
HMGN4,HMGN4
HMGN2,HMGN2
GPR101,GPR101
NAA16,NAA16
OR10A4,OR10A4
GSE1,GSE1
SPI1,SPI1
ANKRD42,ANKRD42
GPIHBP1,GPIHBP1
NR2F6,NR2F6
OR2D2,OR2D2
FYB,FYB
NFE2,NFE2
MAGI1,MAGI1
HM13,HM13
XPNPEP1,XPNPEP1
TRAV9-2,TRAV9-2
S100A6,S100A6
OR2D2,OR2D2
AFF4,AFF4
EPHA1,EPHA1
KIFAP3,KIFAP3
OCEL1,OCEL1
RNF216,RNF216
TAAR5,TAAR5
TCP11,TCP11
GAK,GAK
UGT2B15,UGT2B15
UGT2B28,UGT2B28
UGT2B10,UGT2B10
UGT2B4,UGT2B4
UGT2B17,UGT2B17
UGT2B7,UGT2B7
UGT2B11,UGT2B11
RAN,RAN
IL22,IL22
LSM6,LSM6
IPO8,IPO8
ATP6AP2,ATP6AP2
APOC3,APOC3
TAAR6,TAAR6
EMP3,EMP3
LRRC29,LRRC29
PITPNM1,PITPNM1
FOXN2,FOXN2
ZFYVE1,ZFYVE1
CDC5L,CDC5L
PLPP7,PLPP7
IL36RN,IL36RN
COQ10B,COQ10B
SSTR1,SSTR1
TMEM35A,TMEM35A
ATMIN,ATMIN
GNS,GNS
MCM3,MCM3
HRC,HRC
TARM1,TARM1
EYA3,EYA3
SCARA5,SCARA5
APOA4,APOA4
D2HGDH,D2HGDH
HPDL,HPDL
AC004233.2,AC004233.2
C16orf46,C16orf46
FXYD5,FXYD5
TPM2,TPM2
CDC73,CDC73
SPSB3,SPSB3
OSM,OSM
IL9R,IL9R
TMEM106A,TMEM106A
UGT2A2,UGT2A2
ACOX3,ACOX3
CNGA3,CNGA3
FAXDC2,FAXDC2
CCDC90B,CCDC90B
UGT2A1,UGT2A1
GFI1,GFI1
LRRC10,LRRC10
UGT2A1,UGT2A1
B3GALT2,B3GALT2
CLEC14A,CLEC14A
B3GNT5,B3GNT5
TTLL13P,TTLL13P
CDC5L,CDC5L
BDKRB2,BDKRB2
PLA2G4E,PLA2G4E
PIEZO1,PIEZO1
CYP4A11,CYP4A11
CYP4A22,CYP4A22
GLIPR1L1,GLIPR1L1
CTSO,CTSO
CASTOR2,CASTOR2
PDHX,PDHX
IL22,IL22
ATP8B4,ATP8B4
DIO2,DIO2
RPL35A,RPL35A
SLC10A1,SLC10A1
ERCC3,ERCC3
GAS2L2,GAS2L2
IGHV2-70,IGHV2-70
IGHV2OR16-5,IGHV2OR16-5
IGHV2-5,IGHV2-5
AC245369.1,AC245369.1
IGHV2-26,IGHV2-26
IQSEC1,IQSEC1
MAP10,MAP10
CDC5L,CDC5L
SH3GLB2,SH3GLB2
CDC5L,CDC5L
BDKRB1,BDKRB1
LIMCH1,LIMCH1
DCDC2,DCDC2
CNMD,CNMD
ODF2L,ODF2L
GCSH,GCSH
AC092718.8,AC092718.8
AC092718.3,AC092718.3
NAT2,NAT2
AC134025.1,AC134025.1
MRPS34,MRPS34
MTCH2,MTCH2
CCDC114,CCDC114
ATF7IP,ATF7IP
KCNJ3,KCNJ3
CENPI,CENPI
NPHP1,NPHP1
ERG,ERG
CDC5L,CDC5L
TMC2,TMC2
OR2D3,OR2D3
NCBP3,NCBP3
CDC5L,CDC5L
SLC25A22,SLC25A22
CDC5L,CDC5L
SYT16,SYT16
KIF5A,KIF5A
CDC5L,CDC5L
LMLN,LMLN
S100A8,S100A8
C1QL3,C1QL3
PTER,PTER
KCNQ3,KCNQ3
GUCY1A2,GUCY1A2
CFAP97,CFAP97
DHX33,DHX33
MYOT,MYOT
IQCG,IQCG
OR51E2,OR51E2
SERAC1,SERAC1
CNOT8,CNOT8
C17orf50,C17orf50
PUS10,PUS10
DGKG,DGKG
PGC,PGC
MMP28,MMP28
C6orf163,C6orf163
TMEM208,TMEM208
PARP10,PARP10
LRCH3,LRCH3
C16orf74,C16orf74
NDNF,NDNF
TRAPPC2L,TRAPPC2L
ID2,ID2
SNX25,SNX25
MC1R,MC1R
DNAJB4,DNAJB4
OR5K3,OR5K3
ZBTB7A,ZBTB7A
AC010531.1,AC010531.1
C16orf95,C16orf95
OR14C36,OR14C36
DEPTOR,DEPTOR
DLGAP2,DLGAP2
TMEM182,TMEM182
ZFP41,ZFP41
AC138696.1,AC138696.1
OR8K5,OR8K5
SASH3,SASH3
CACNA2D1,CACNA2D1
DBNDD1,DBNDD1
OTUD1,OTUD1
ATP7B,ATP7B
OR2B6,OR2B6
SEC24B,SEC24B
AC187653.1,AC187653.1
ALDH3A1,ALDH3A1
DNMT3A,DNMT3A
FSIP2,FSIP2
FCRLB,FCRLB
PBK,PBK
TMIGD3,TMIGD3
TMEM8A,TMEM8A
FHOD1,FHOD1
HS3ST2,HS3ST2
PEX13,PEX13
FOXC2,FOXC2
TXNDC16,TXNDC16
GALNTL5,GALNTL5
EMC8,EMC8
ZIC3,ZIC3
SEMA4G,SEMA4G
SMIM8,SMIM8
VDAC2,VDAC2
SYNJ2,SYNJ2
ADORA3,ADORA3
APOA5,APOA5
PTEN,PTEN
IGLC1,IGLC1
IGLL5,IGLL5
IGLC3,IGLC3
IGLC7,IGLC7
IGLL1,IGLL1
IGLC2,IGLC2
TMEM167B,TMEM167B
KLHL15,KLHL15
REG1B,REG1B
REG1A,REG1A
HK3,HK3
TTYH3,TTYH3
CEACAM3,CEACAM3
CEACAM4,CEACAM4
S100A9,S100A9
CAPS2,CAPS2
LINC00854,LINC00854
IFNG,IFNG
C16orf62,C16orf62
NUP205,NUP205
ACOX2,ACOX2
RGL3,RGL3
NR5A2,NR5A2
OR13G1,OR13G1
LMNB1,LMNB1
USP10,USP10
HSPA13,HSPA13
KLHL6,KLHL6
OR5J2,OR5J2
SRSF6,SRSF6
REG1B,REG1B
REG1A,REG1A
LRRC28,LRRC28
OR8K5,OR8K5
PCDH8,PCDH8
NUTM2F,NUTM2F
NUTM2A,NUTM2A
NUTM2D,NUTM2D
NUTM2G,NUTM2G
NUTM2E,NUTM2E
NUTM2B,NUTM2B
ZDHHC9,ZDHHC9
EIF2D,EIF2D
GAPVD1,GAPVD1
TAAR8,TAAR8
PPP1R21,PPP1R21
IQCA1,IQCA1
MRPL28,MRPL28
TRIM59,TRIM59
OAS2,OAS2
VPREB1,VPREB1
GEMIN5,GEMIN5
TAAR8,TAAR8
PUS7,PUS7
COMTD1,COMTD1
TOP3B,TOP3B
TAAR8,TAAR8
NTPCR,NTPCR
MUC6,MUC6
GPR137C,GPR137C
RDM1,RDM1
MSL3,MSL3
MYRF,MYRF
REG3G,REG3G
REG3A,REG3A
RNF13,RNF13
PIGO,PIGO
TBC1D32,TBC1D32
IL1F10,IL1F10
FBLN5,FBLN5
PYCARD,PYCARD
PYDC1,PYDC1
TEX35,TEX35
HMOX1,HMOX1
TAAR9,TAAR9
OR6F1,OR6F1
NEB,NEB
RCC1L,RCC1L
CAAP1,CAAP1
RPE65,RPE65
PMP22,PMP22
OR14A2,OR14A2
IL17C,IL17C
SULT1B1,SULT1B1
FCRLA,FCRLA
L3MBTL1,L3MBTL1
FOXF1,FOXF1
PLA2G3,PLA2G3
SEC23A,SEC23A
ILDR2,ILDR2
CCSAP,CCSAP
PTPRH,PTPRH
RNF19B,RNF19B
ING2,ING2
OR14A2,OR14A2
PDGFA,PDGFA
MTURN,MTURN
INPP5J,INPP5J
CCT2,CCT2
NLRP14,NLRP14
MANSC1,MANSC1
SPATA2L,SPATA2L
PGRMC2,PGRMC2
RHOU,RHOU
CEACAM3,CEACAM3
CEACAM4,CEACAM4
UQCRB,UQCRB
ARL4D,ARL4D
PDE7A,PDE7A
CPA4,CPA4
PGLYRP4,PGLYRP4
FNBP1L,FNBP1L
FAM103A1,FAM103A1
ACSF3,ACSF3
USH2A,USH2A
STK11IP,STK11IP
RBM19,RBM19
MTERF3,MTERF3
TSPAN33,TSPAN33
NAMPT,NAMPT
GALNT9,GALNT9
VWDE,VWDE
ZPR1,ZPR1
ARRDC1,ARRDC1
ZCCHC14,ZCCHC14
KPNA4,KPNA4
UNC5A,UNC5A
SMOC1,SMOC1
DRAM1,DRAM1
FAM76B,FAM76B
LEAP2,LEAP2
CYP4B1,CYP4B1
ADGRL3,ADGRL3
LYPD1,LYPD1
WTIP,WTIP
AFAP1L2,AFAP1L2
LYVE1,LYVE1
MRPL33,MRPL33
GNPTAB,GNPTAB
GPR39,GPR39
LATS1,LATS1
TRAV12-3,TRAV12-3
TRAV12-1,TRAV12-1
TRAV12-2,TRAV12-2
GALNT2,GALNT2
GABRG1,GABRG1
VPS33B,VPS33B
DLD,DLD
DCP2,DCP2
CLUH,CLUH
TRAV17,TRAV17
PAN2,PAN2
BABAM2,BABAM2
GPRC5B,GPRC5B
RASSF5,RASSF5
RPL13,RPL13
KNOP1,KNOP1
NGRN,NGRN
MTHFSD,MTHFSD
IQCK,IQCK
DGUOK,DGUOK
ITGA5,ITGA5
IGHV1-24,IGHV1-24
AC245369.4,AC245369.4
CDCA8,CDCA8
RRAD,RRAD
GIP,GIP
RNLS,RNLS
TMEM210,TMEM210
LRRC6,LRRC6
UBE2E3,UBE2E3
SNRNP25,SNRNP25
PIRT,PIRT
DDX23,DDX23
PSORS1C2,PSORS1C2
BORCS5,BORCS5
PINK1,PINK1
CEACAM3,CEACAM3
CEACAM4,CEACAM4
CCDC113,CCDC113
AC114783.1,AC114783.1
ESRP1,ESRP1
IGHV1-24,IGHV1-24
AC245369.4,AC245369.4
USHBP1,USHBP1
SP110,SP110
IRX3,IRX3
DHX8,DHX8
RBMXL2,RBMXL2
RBMXL3,RBMXL3
AGO1,AGO1
NRSN1,NRSN1
STXBP1,STXBP1
HLX,HLX
DHX34,DHX34
NDUFAF4,NDUFAF4
SYCN,SYCN
NR4A2,NR4A2
PAQR8,PAQR8
LRFN1,LRFN1
ESCO2,ESCO2
DLGAP5,DLGAP5
CRTC2,CRTC2
MCM5,MCM5
FAM90A1,FAM90A1
FAM90A26,FAM90A26
SLC17A3,SLC17A3
NCCRP1,NCCRP1
CDSN,CDSN
OR14A2,OR14A2
ZSWIM5,ZSWIM5
PQBP1,PQBP1
PAK4,PAK4
PZP,PZP
SET,SET
SETSIP,SETSIP
ASGR1,ASGR1
SDCBP2,SDCBP2
TRAV19,TRAV19
UBE2T,UBE2T
FLYWCH2,FLYWCH2
ITGAE,ITGAE
MOG,MOG
HSD17B3,HSD17B3
TRAV22,TRAV22
SAMD4B,SAMD4B
C6orf15,C6orf15
RPLP0,RPLP0
SLC35E2B,SLC35E2B
RFFL,RFFL
EMP2,EMP2
PEX5,PEX5
TFEB,TFEB
GCG,GCG
CDKN2AIP,CDKN2AIP
MARC1,MARC1
IFNL2,IFNL2
IFNL3,IFNL3
CLIP3,CLIP3
MARCH3,MARCH3
TDO2,TDO2
HPD,HPD
IFNL2,IFNL2
IFNL3,IFNL3
CYBA,CYBA
GYPC,GYPC
NOC4L,NOC4L
UQCRQ,UQCRQ
SGK2,SGK2
TMEM86B,TMEM86B
GMFG,GMFG
ADGRD1,ADGRD1
IGHV2-70,IGHV2-70
IGHV2OR16-5,IGHV2OR16-5
IGHV2-5,IGHV2-5
AC245369.1,AC245369.1
IGHV2-26,IGHV2-26
RBKS,RBKS
CDK11A,CDK11A
CDK11B,CDK11B
ZBTB10,ZBTB10
RAD18,RAD18
ACAT2,ACAT2
DNAH11,DNAH11
SAMSN1,SAMSN1
FOXL1,FOXL1
MSMB,MSMB
LRRTM4,LRRTM4
PRDM5,PRDM5
LIG1,LIG1
PTPRN,PTPRN
SRRM2,SRRM2
SCN3B,SCN3B
TCF25,TCF25
GRIN1,GRIN1
OR8J3,OR8J3
OR8J1,OR8J1
AC069503.2,AC069503.2
PSMD9,PSMD9
BTBD10,BTBD10
AXIN1,AXIN1
EDIL3,EDIL3
CXorf38,CXorf38
ACTG2,ACTG2
STON1,STON1
CAMSAP1,CAMSAP1
C1orf112,C1orf112
STAB2,STAB2
AL160276.1,AL160276.1
ACKR3,ACKR3
TEKT5,TEKT5
PLAA,PLAA
PADI3,PADI3
SIGMAR1,SIGMAR1
TRAV23DV6,TRAV23DV6
MUC21,MUC21
DPCR1,DPCR1
LIG3,LIG3
PGLYRP3,PGLYRP3
GSKIP,GSKIP
HCFC2,HCFC2
AASDHPPT,AASDHPPT
DRP2,DRP2
SFTA2,SFTA2
ATG2B,ATG2B
HPCA,HPCA
PPP1R14A,PPP1R14A
ZNF827,ZNF827
EFHC1,EFHC1
GLRX2,GLRX2
CCL27,CCL27
ANKRD34B,ANKRD34B
KATNA1,KATNA1
AJAP1,AJAP1
OR14C36,OR14C36
UFL1,UFL1
NEURL4,NEURL4
AC026954.2,AC026954.2
LIF,LIF
UBA2,UBA2
TCF3,TCF3
IGHV1-24,IGHV1-24
AC245369.4,AC245369.4
TRUB2,TRUB2
NRBF2,NRBF2
CDCA7L,CDCA7L
FTHL17,FTHL17
BABAM1,BABAM1
AC010463.1,AC010463.1
NMNAT2,NMNAT2
EVI5,EVI5
TLE1,TLE1
TMEM168,TMEM168
TRAM2,TRAM2
PRSS54,PRSS54
TMEM54,TMEM54
ARHGEF18,ARHGEF18
AC008878.3,AC008878.3
CEP85,CEP85
SCYL3,SCYL3
ARL14,ARL14
TXLNA,TXLNA
ALDH3A2,ALDH3A2
ID1,ID1
COL6A2,COL6A2
CEACAM3,CEACAM3
CEACAM4,CEACAM4
LIPJ,LIPJ
MARC2,MARC2
TRIM72,TRIM72
OR51F1,OR51F1
SYT9,SYT9
DYRK2,DYRK2
PPM1L,PPM1L
SORL1,SORL1
IGFL4,IGFL4
FHL5,FHL5
RASSF3,RASSF3
AMD1,AMD1
WDR37,WDR37
LIPJ,LIPJ
GSG2,GSG2
MAGEC1,MAGEC1
