Human.gene.name,Gene.name
PRAMEF26,PRAMEF26
PRAMEF17,PRAMEF17
PRAMEF25,PRAMEF25
PRAMEF5,PRAMEF5
PRAMEF1,PRAMEF1
PRAMEF12,PRAMEF12
PRAMEF27,PRAMEF27
PRAMEF14,PRAMEF14
PRAMEF8,PRAMEF8
PRAMEF7,PRAMEF7
PRAMEF15,PRAMEF15
PRAMEF6,PRAMEF6
PRAMEF20,PRAMEF20
PRAMEF19,PRAMEF19
PRAMEF18,PRAMEF18
PRAMEF2,PRAMEF2
PRAMEF13,PRAMEF13
PRAMEF33,PRAMEF33
PRAMEF4,PRAMEF4
PRAMEF11,PRAMEF11
PRAMEF10,PRAMEF10
ACKR1,ACKR1
HAUS5,HAUS5
ZNF436,ZNF436
TRAV5,TRAV5
CADM3,CADM3
OR8H1,OR8H1
OR8H3,OR8H3
OR8H2,OR8H2
GPSM3,GPSM3
XPO6,XPO6
ELOVL1,ELOVL1
UBC,UBC
KLRB1,KLRB1
F10,F10
PLXNC1,PLXNC1
FLRT3,FLRT3
GRM4,GRM4
KIZ,KIZ
PARP14,PARP14
SNX10,SNX10
DAPP1,DAPP1
MACROD2,MACROD2
SPATA13,SPATA13
AL359736.1,AL359736.1
ANK2,ANK2
UBE2D3,UBE2D3
ZC3H10,ZC3H10
PPM1E,PPM1E
HMG20A,HMG20A
ZMYM4,ZMYM4
ESYT1,ESYT1
CPD,CPD
ARSB,ARSB
RBMS2,RBMS2
EPDR1,EPDR1
TMEM63A,TMEM63A
SPATA21,SPATA21
OR8H1,OR8H1
OR8H3,OR8H3
OR8H2,OR8H2
NKX1-1,NKX1-1
RNF186,RNF186
CDC20,CDC20
CCDC194,CCDC194
TMCO2,TMCO2
C3orf33,C3orf33
FKBP8,FKBP8
NIPSNAP3A,NIPSNAP3A
NIPSNAP3B,NIPSNAP3B
SRPK3,SRPK3
OR8H1,OR8H1
OR8H3,OR8H3
OR8H2,OR8H2
PCDH12,PCDH12
RASGEF1C,RASGEF1C
C1orf52,C1orf52
RASSF9,RASSF9
SNAPC2,SNAPC2
PRAMEF9,PRAMEF9
PRAMEF26,PRAMEF26
PRAMEF17,PRAMEF17
PRAMEF25,PRAMEF25
PRAMEF5,PRAMEF5
PRAMEF1,PRAMEF1
PRAMEF12,PRAMEF12
PRAMEF27,PRAMEF27
PRAMEF14,PRAMEF14
PRAMEF8,PRAMEF8
PRAMEF7,PRAMEF7
PRAMEF15,PRAMEF15
PRAMEF6,PRAMEF6
PRAMEF20,PRAMEF20
PRAMEF19,PRAMEF19
PRAMEF18,PRAMEF18
PRAMEF2,PRAMEF2
PRAMEF13,PRAMEF13
PRAMEF33,PRAMEF33
PRAMEF4,PRAMEF4
PRAMEF11,PRAMEF11
PRAMEF10,PRAMEF10
SPATA16,SPATA16
AHCY,AHCY
OTOF,OTOF
SLC25A16,SLC25A16
OR7A17,OR7A17
OR7A5,OR7A5
OR7A10,OR7A10
NOVA1,NOVA1
SEC61B,SEC61B
RAB29,RAB29
TFB2M,TFB2M
TRAV8-7,TRAV8-7
PABPC4L,PABPC4L
TRAV27,TRAV27
WASF3,WASF3
ZNF175,ZNF175
TRAV29DV5,TRAV29DV5
SPDL1,SPDL1
MMP13,MMP13
C2CD5,C2CD5
GRK4,GRK4
ARF1,ARF1
OR7A17,OR7A17
OR7A5,OR7A5
OR7A10,OR7A10
BST2,BST2
BAIAP3,BAIAP3
KIAA0319L,KIAA0319L
OR7A17,OR7A17
OR7A5,OR7A5
OR7A10,OR7A10
KATNAL2,KATNAL2
OR52H1,OR52H1
FAM58A,FAM58A
ZNF423,ZNF423
AC008982.1,AC008982.1
HNRNPL,HNRNPL
ARHGAP32,ARHGAP32
OAZ3,OAZ3
CHEK1,CHEK1
NEGR1,NEGR1
OR5T3,OR5T3
OR5T1,OR5T1
AC005697.1,AC005697.1
LYRM9,LYRM9
HOPX,HOPX
AMY2B,AMY2B
AMY1C,AMY1C
AMY1B,AMY1B
AMY2A,AMY2A
AMY1A,AMY1A
ALOX15,ALOX15
WNT3A,WNT3A
ZDHHC13,ZDHHC13
TMEM171,TMEM171
PGBD5,PGBD5
RNF112,RNF112
POLR1A,POLR1A
PDE6D,PDE6D
FAM156A,FAM156A
FAM156B,FAM156B
GKN1,GKN1
ARFGEF2,ARFGEF2
PKP3,PKP3
POR,POR
MRPL9,MRPL9
UNC5CL,UNC5CL
COL5A3,COL5A3
TRAV26-2,TRAV26-2
OR7A17,OR7A17
OR7A5,OR7A5
OR7A10,OR7A10
TRAV34,TRAV34
NEK11,NEK11
TRIOBP,TRIOBP
KIAA0100,KIAA0100
FAM46C,FAM46C
ATP2B4,ATP2B4
GNG10,GNG10
GNB3,GNB3
KDM2A,KDM2A
G6PC2,G6PC2
RASL11B,RASL11B
TMCO4,TMCO4
TDRKH,TDRKH
DLGAP1,DLGAP1
DNAJC25-GNG10,DNAJC25-GNG10
INTS1,INTS1
METTL21C,METTL21C
NKD2,NKD2
ATP10B,ATP10B
WRN,WRN
MRC2,MRC2
B4GALT2,B4GALT2
ABCA7,ABCA7
ASTE1,ASTE1
FURIN,FURIN
GIT2,GIT2
LINC00890,LINC00890
SLC33A1,SLC33A1
CRHR1,CRHR1
LINC02210-CRHR1,LINC02210-CRHR1
SLC6A9,SLC6A9
HLF,HLF
CRIP2,CRIP2
WNT9A,WNT9A
DUT,DUT
KRT86,KRT86
KRT81,KRT81
KRT83,KRT83
RAD51C,RAD51C
RB1CC1,RB1CC1
LHX4,LHX4
IRX4,IRX4
DND1,DND1
BICDL1,BICDL1
PERM1,PERM1
SPPL2C,SPPL2C
PTPN1,PTPN1
BRF2,BRF2
NECTIN3,NECTIN3
RLF,RLF
TTLL11,TTLL11
PRAMEF9,PRAMEF9
PRAMEF26,PRAMEF26
PRAMEF17,PRAMEF17
PRAMEF25,PRAMEF25
PRAMEF5,PRAMEF5
PRAMEF1,PRAMEF1
PRAMEF12,PRAMEF12
PRAMEF27,PRAMEF27
PRAMEF14,PRAMEF14
PRAMEF8,PRAMEF8
PRAMEF7,PRAMEF7
PRAMEF15,PRAMEF15
PRAMEF6,PRAMEF6
PRAMEF20,PRAMEF20
PRAMEF19,PRAMEF19
PRAMEF18,PRAMEF18
PRAMEF2,PRAMEF2
PRAMEF13,PRAMEF13
PRAMEF33,PRAMEF33
PRAMEF4,PRAMEF4
PRAMEF11,PRAMEF11
PRAMEF10,PRAMEF10
SLC17A8,SLC17A8
GOT1,GOT1
CNST,CNST
IER5L,IER5L
OR52B6,OR52B6
CHRNA5,CHRNA5
SLC35E1,SLC35E1
ITK,ITK
SSH1,SSH1
XRN2,XRN2
B3GNT4,B3GNT4
B4GALNT3,B4GALNT3
GNL1,GNL1
PIK3R4,PIK3R4
PDZRN3,PDZRN3
DIABLO,DIABLO
ADGRA2,ADGRA2
DHX37,DHX37
TEX28,TEX28
SDHAF4,SDHAF4
ACTRT2,ACTRT2
RCAN3,RCAN3
MYOC,MYOC
DTX3L,DTX3L
TMEM127,TMEM127
CHRNA3,CHRNA3
USP24,USP24
EFR3A,EFR3A
LRCH4,LRCH4
PRR3,PRR3
IGKV4-1,IGKV4-1
HSPH1,HSPH1
RAP2C,RAP2C
SAP25,SAP25
PTPN13,PTPN13
OR2T1,OR2T1
PARP9,PARP9
AGXT,AGXT
OR8I2,OR8I2
ATF1,ATF1
SBNO1,SBNO1
NOS2,NOS2
BRAP,BRAP
CALHM2,CALHM2
CHIA,CHIA
CCDC88A,CCDC88A
LRCH4,LRCH4
MARCH10,MARCH10
FAM213B,FAM213B
CYB5RL,CYB5RL
AL357673.1,AL357673.1
MMEL1,MMEL1
OR2T2,OR2T2
OR2T35,OR2T35
ZNF717,ZNF717
KPNA1,KPNA1
OR4B1,OR4B1
CREG1,CREG1
CTXN1,CTXN1
POLE3,POLE3
VGLL2,VGLL2
LINGO1,LINGO1
PARG,PARG
IDH3G,IDH3G
SDK2,SDK2
ANKRD13A,ANKRD13A
TRAV38-2DV8,TRAV38-2DV8
TRAV38-1,TRAV38-1
GKN2,GKN2
ZNF32,ZNF32
PLEKHO1,PLEKHO1
EPHX1,EPHX1
CCDC24,CCDC24
TRAV38-2DV8,TRAV38-2DV8
TRAV38-1,TRAV38-1
SLC26A2,SLC26A2
PRSS38,PRSS38
ZFYVE26,ZFYVE26
MED26,MED26
AC008764.1,AC008764.1
OSBPL6,OSBPL6
NEUROD6,NEUROD6
SYDE2,SYDE2
NKX2-3,NKX2-3
GNPDA1,GNPDA1
COL6A6,COL6A6
ALOX15B,ALOX15B
AKT2,AKT2
MEF2D,MEF2D
RNF130,RNF130
ARHGEF17,ARHGEF17
LHFPL2,LHFPL2
MRPS36,MRPS36
SIRPB1,SIRPB1
SIRPG,SIRPG
AL049634.2,AL049634.2
SIRPA,SIRPA
PDE3A,PDE3A
C9orf43,C9orf43
ITGAL,ITGAL
CD320,CD320
MUC16,MUC16
PDE6A,PDE6A
CSE1L,CSE1L
CRIP1,CRIP1
AL928654.4,AL928654.4
TESC,TESC
CRYGD,CRYGD
SCFD2,SCFD2
PAXBP1,PAXBP1
SFRP4,SFRP4
SIMC1,SIMC1
EIF5A,EIF5A
AMY2B,AMY2B
AMY1C,AMY1C
AMY1B,AMY1B
AMY2A,AMY2A
AMY1A,AMY1A
GPR68,GPR68
MBD4,MBD4
GPR12,GPR12
CCDC129,CCDC129
CSRP3,CSRP3
IRF4,IRF4
APEX2,APEX2
CYP20A1,CYP20A1
HK1,HK1
MAN1A2,MAN1A2
WDR97,WDR97
FAM53A,FAM53A
C14orf159,C14orf159
EMSY,EMSY
EFCAB12,EFCAB12
SIGIRR,SIGIRR
C2orf54,C2orf54
KLHL17,KLHL17
KIAA1191,KIAA1191
SRSF4,SRSF4
DAPL1,DAPL1
TKTL1,TKTL1
LRFN2,LRFN2
ARNT,ARNT
AQP7,AQP7
AL845331.2,AL845331.2
MPL,MPL
DBX2,DBX2
RNF169,RNF169
DIDO1,DIDO1
TEX14,TEX14
PRAMEF9,PRAMEF9
PRAMEF26,PRAMEF26
PRAMEF17,PRAMEF17
PRAMEF25,PRAMEF25
PRAMEF5,PRAMEF5
PRAMEF1,PRAMEF1
PRAMEF12,PRAMEF12
PRAMEF27,PRAMEF27
PRAMEF14,PRAMEF14
PRAMEF8,PRAMEF8
PRAMEF7,PRAMEF7
PRAMEF15,PRAMEF15
PRAMEF6,PRAMEF6
PRAMEF20,PRAMEF20
PRAMEF19,PRAMEF19
PRAMEF18,PRAMEF18
PRAMEF2,PRAMEF2
PRAMEF13,PRAMEF13
PRAMEF33,PRAMEF33
PRAMEF4,PRAMEF4
PRAMEF11,PRAMEF11
PRAMEF10,PRAMEF10
BPIFC,BPIFC
CD68,CD68
RNPC3,RNPC3
PPP1R17,PPP1R17
WDR35,WDR35
TTC34,TTC34
ADGRA1,ADGRA1
COL6A5,COL6A5
GRSF1,GRSF1
C1QTNF9B,C1QTNF9B
C1QTNF9,C1QTNF9
ALAS2,ALAS2
SYNJ1,SYNJ1
TUBA3E,TUBA3E
TUBA3C,TUBA3C
TUBA3D,TUBA3D
OR4X2,OR4X2
TMUB1,TMUB1
ASXL1,ASXL1
HIVEP1,HIVEP1
PRAMEF9,PRAMEF9
PRAMEF26,PRAMEF26
PRAMEF17,PRAMEF17
PRAMEF25,PRAMEF25
PRAMEF5,PRAMEF5
PRAMEF1,PRAMEF1
PRAMEF12,PRAMEF12
PRAMEF27,PRAMEF27
PRAMEF14,PRAMEF14
PRAMEF8,PRAMEF8
PRAMEF7,PRAMEF7
PRAMEF15,PRAMEF15
PRAMEF6,PRAMEF6
PRAMEF20,PRAMEF20
PRAMEF19,PRAMEF19
PRAMEF18,PRAMEF18
PRAMEF2,PRAMEF2
PRAMEF13,PRAMEF13
PRAMEF33,PRAMEF33
PRAMEF4,PRAMEF4
PRAMEF11,PRAMEF11
PRAMEF10,PRAMEF10
CHST7,CHST7
FLJ22763,FLJ22763
MVB12A,MVB12A
OR1M1,OR1M1
PANX3,PANX3
BNC1,BNC1
VPS8,VPS8
STXBP4,STXBP4
ATP13A4,ATP13A4
DENND2D,DENND2D
ST3GAL2,ST3GAL2
PDE10A,PDE10A
CDCA5,CDCA5
TAS2R7,TAS2R7
LIMS1,LIMS1
LIMS4,LIMS4
AC013271.1,AC013271.1
AC112229.3,AC112229.3
LIMS3,LIMS3
RHOXF1,RHOXF1
NKX2-4,NKX2-4
EXOC5,EXOC5
ZNF239,ZNF239
CROCC2,CROCC2
RDH8,RDH8
DUSP8,DUSP8
MAPT,MAPT
OR7G2,OR7G2
POLDIP3,POLDIP3
TAS2R10,TAS2R10
AC097495.1,AC097495.1
SLC44A4,SLC44A4
SMIM7,SMIM7
AC008764.4,AC008764.4
PFKFB1,PFKFB1
NDUFS6,NDUFS6
SH3GL3,SH3GL3
ELP4,ELP4
SHF,SHF
NDUFA8,NDUFA8
MRPL36,MRPL36
PPP1R8,PPP1R8
PHF21A,PHF21A
SPRYD4,SPRYD4
SLC10A6,SLC10A6
TAS2R10,TAS2R10
GLS2,GLS2
DRAM2,DRAM2
MMP12,MMP12
TRIP13,TRIP13
AUH,AUH
FLVCR1,FLVCR1
TIMM44,TIMM44
TAS2R10,TAS2R10
KRT75,KRT75
GPCPD1,GPCPD1
NKX2-2,NKX2-2
APOB,APOB
ZDHHC17,ZDHHC17
ZNF467,ZNF467
TBC1D9B,TBC1D9B
P3H3,P3H3
GMPS,GMPS
FBXO7,FBXO7
DEGS1,DEGS1
TMEM255A,TMEM255A
FRRS1,FRRS1
CACNA1A,CACNA1A
SCCPDH,SCCPDH
FGF1,FGF1
OR8A1,OR8A1
RAB10,RAB10
BMP10,BMP10
SHPRH,SHPRH
PROZ,PROZ
TRIM6,TRIM6
C14orf80,C14orf80
GLYCTK,GLYCTK
ADGRE5,ADGRE5
MORN5,MORN5
CEPT1,CEPT1
MGARP,MGARP
ARHGAP26,ARHGAP26
RIPOR3,RIPOR3
PCSK9,PCSK9
MYOZ2,MYOZ2
CDCP2,CDCP2
TAS2R10,TAS2R10
COPS7B,COPS7B
ZBTB33,ZBTB33
SZRD1,SZRD1
NOL4L,NOL4L
OR8B12,OR8B12
IKZF1,IKZF1
PRIM2,PRIM2
OR8B12,OR8B12
FBXW8,FBXW8
TMEM221,TMEM221
AC010319.2,AC010319.2
ODF3L1,ODF3L1
POMGNT1,POMGNT1
MMP1,MMP1
WDR82,WDR82
CLEC2D,CLEC2D
CLEC2A,CLEC2A
ARID2,ARID2
PAX1,PAX1
OR7G3,OR7G3
COG2,COG2
TCEANC2,TCEANC2
CTDSP1,CTDSP1
MISP,MISP
OR7G3,OR7G3
SNAP47,SNAP47
COX15,COX15
KRT5,KRT5
TAS2R10,TAS2R10
KNDC1,KNDC1
NUCKS1,NUCKS1
OR7G2,OR7G2
ZBTB20,ZBTB20
RNF212,RNF212
EDN1,EDN1
TANC2,TANC2
MRPS24,MRPS24
CUTC,CUTC
PPM1K,PPM1K
QSOX1,QSOX1
JMJD4,JMJD4
KRT71,KRT71
PPM1M,PPM1M
HERC6,HERC6
PPP2R3C,PPP2R3C
NECTIN1,NECTIN1
IGKV4-1,IGKV4-1
URGCP,URGCP
E2F8,E2F8
NXNL1,NXNL1
AL121594.3,AL121594.3
KIAA0391,KIAA0391
TRIB2,TRIB2
SEC63,SEC63
F8,F8
MBNL3,MBNL3
IGKV1D-42,IGKV1D-42
TMEM59,TMEM59
PMS1,PMS1
ENTPD7,ENTPD7
AQP3,AQP3
TTLL3,TTLL3
ARPC4-TTLL3,ARPC4-TTLL3
SPATA45,SPATA45
AGA,AGA
KIF1C,KIF1C
GID8,GID8
DNA2,DNA2
SAMD11,SAMD11
TYR,TYR
RGS3,RGS3
MIGA1,MIGA1
NCAM2,NCAM2
UBR3,UBR3
TADA2B,TADA2B
INPP5D,INPP5D
HNRNPF,HNRNPF
GRPEL1,GRPEL1
NAV2,NAV2
BARHL2,BARHL2
PARD6B,PARD6B
TWF2,TWF2
SLC17A9,SLC17A9
FEV,FEV
PIP5K1C,PIP5K1C
C19orf66,C19orf66
CSPG4,CSPG4
NEK10,NEK10
COX11,COX11
USP12,USP12
PREX2,PREX2
ARPC4,ARPC4
KIFC1,KIFC1
DDX39A,DDX39A
TEX30,TEX30
IGKV4-1,IGKV4-1
AC068580.4,AC068580.4
CTSD,CTSD
LIX1,LIX1
MOCS2,MOCS2
TOM1L1,TOM1L1
AC068580.4,AC068580.4
CTSD,CTSD
ANGPTL6,ANGPTL6
C4orf36,C4orf36
IGKV4-1,IGKV4-1
STK38,STK38
BHLHE23,BHLHE23
FUNDC2,FUNDC2
TEX13D,TEX13D
TEX13C,TEX13C
SETD6,SETD6
NGB,NGB
PCID2,PCID2
TMEM38A,TMEM38A
KDM4B,KDM4B
PRODH2,PRODH2
TRAV39,TRAV39
LRRFIP1,LRRFIP1
NUPR1,NUPR1
RNASEH1,RNASEH1
ADNP,ADNP
HSP90AA1,HSP90AA1
ANO9,ANO9
CDH2,CDH2
RPL38,RPL38
ST3GAL5,ST3GAL5
OR4X2,OR4X2
CHRDL2,CHRDL2
KIAA1551,KIAA1551
DPM1,DPM1
DPM1,DPM1
NAA11,NAA11
AC097637.1,AC097637.1
TLR9,TLR9
CHRNB4,CHRNB4
SLC9A7,SLC9A7
VTCN1,VTCN1
CSF2,CSF2
TTC21B,TTC21B
BCL2,BCL2
NIN,NIN
FAM26F,FAM26F
CENPV,CENPV
IFITM10,IFITM10
OR5P2,OR5P2
NME8,NME8
ALAS1,ALAS1
ZYG11A,ZYG11A
ABCB11,ABCB11
TENM1,TENM1
NVL,NVL
SBF1,SBF1
HIGD1C,HIGD1C
AC083902.2,AC083902.2
ABCA1,ABCA1
TBC1D15,TBC1D15
CD247,CD247
METTL7A,METTL7A
MAP4K1,MAP4K1
YTHDF1,YTHDF1
AMER1,AMER1
HRK,HRK
CNGB3,CNGB3
NDEL1,NDEL1
RPS29,RPS29
PITRM1,PITRM1
CAP1,CAP1
KRT72,KRT72
TMIGD1,TMIGD1
PPP6C,PPP6C
KDELC1,KDELC1
LRR1,LRR1
GNE,GNE
KIF16B,KIF16B
SNX33,SNX33
TATDN3,TATDN3
OR8B12,OR8B12
SMAD5,SMAD5
PURG,PURG
IMP3,IMP3
TMEM121,TMEM121
RAB20,RAB20
PLA2G10,PLA2G10
SNUPN,SNUPN
DDX19A,DDX19A
TTYH2,TTYH2
SSR4,SSR4
WSCD1,WSCD1
HNRNPR,HNRNPR
CCDC77,CCDC77
IGHA1,IGHA1
IGHA2,IGHA2
SH2D1A,SH2D1A
PCDH18,PCDH18
KDM5A,KDM5A
POU2F1,POU2F1
PPT1,PPT1
PFKP,PFKP
CYB561,CYB561
TRPC5,TRPC5
OR8B8,OR8B8
HLA-A,HLA-A
HLA-F,HLA-F
HLA-B,HLA-B
HLA-G,HLA-G
HLA-E,HLA-E
HLA-C,HLA-C
BIRC7,BIRC7
UTF1,UTF1
PLA2G12B,PLA2G12B
POC1A,POC1A
AGAP3,AGAP3
SCYL2,SCYL2
TRPC5OS,TRPC5OS
PLXNA1,PLXNA1
IGHE,IGHE
DAAM1,DAAM1
CCDC96,CCDC96
LURAP1,LURAP1
DSE,DSE
F2,F2
SNED1,SNED1
NPPC,NPPC
VPS45,VPS45
DDX19B,DDX19B
OR4F15,OR4F15
DNAI2,DNAI2
MOCS1,MOCS1
AMFR,AMFR
TNPO1,TNPO1
FAM135A,FAM135A
OR8B4,OR8B4
SACS,SACS
COMMD7,COMMD7
KANSL1,KANSL1
FBN1,FBN1
OIT3,OIT3
ARHGEF2,ARHGEF2
SIRPB1,SIRPB1
SIRPG,SIRPG
AL049634.2,AL049634.2
SIRPA,SIRPA
SQSTM1,SQSTM1
OR5P3,OR5P3
CNIH4,CNIH4
PTPN9,PTPN9
NEIL3,NEIL3
GRHL2,GRHL2
SEPT4,SEPT4
DZIP3,DZIP3
ZNF644,ZNF644
MAU2,MAU2
ASB12,ASB12
NAA30,NAA30
SLC6A11,SLC6A11
SGCG,SGCG
KDSR,KDSR
AHCTF1,AHCTF1
AC092647.5,AC092647.5
MRPS17,MRPS17
PARP12,PARP12
SLF1,SLF1
NDUFC1,NDUFC1
TMEM129,TMEM129
PTBP1,PTBP1
ADARB1,ADARB1
RTL4,RTL4
IGHG3,IGHG3
IGHG4,IGHG4
IGHG1,IGHG1
IGHG2,IGHG2
MRNIP,MRNIP
DUSP7,DUSP7
GK2,GK2
TACC3,TACC3
ALX1,ALX1
GSTZ1,GSTZ1
ADI1,ADI1
GUCY2D,GUCY2D
PYURF,PYURF
BSND,BSND
PKM,PKM
RNF146,RNF146
FOXA2,FOXA2
AC113554.2,AC113554.2
ACE,ACE
MTERF4,MTERF4
PRAMEF9,PRAMEF9
PRAMEF26,PRAMEF26
PRAMEF17,PRAMEF17
PRAMEF25,PRAMEF25
PRAMEF5,PRAMEF5
PRAMEF1,PRAMEF1
PRAMEF12,PRAMEF12
PRAMEF27,PRAMEF27
PRAMEF14,PRAMEF14
PRAMEF8,PRAMEF8
PRAMEF7,PRAMEF7
PRAMEF15,PRAMEF15
PRAMEF6,PRAMEF6
PRAMEF20,PRAMEF20
PRAMEF19,PRAMEF19
PRAMEF18,PRAMEF18
PRAMEF2,PRAMEF2
PRAMEF13,PRAMEF13
PRAMEF33,PRAMEF33
PRAMEF4,PRAMEF4
PRAMEF11,PRAMEF11
PRAMEF10,PRAMEF10
NR1H3,NR1H3
RPL29,RPL29
EIF4A1,EIF4A1
PACRGL,PACRGL
PTTG1,PTTG1
PTTG2,PTTG2
FBXO22,FBXO22
OXSM,OXSM
NEU1,NEU1
MTCP1,MTCP1
OR4X2,OR4X2
PELP1,PELP1
KDM7A,KDM7A
ECHDC1,ECHDC1
NGLY1,NGLY1
CMC4,CMC4
TLR3,TLR3
POMT2,POMT2
BRI3BP,BRI3BP
ABHD14A-ACY1,ABHD14A-ACY1
ACY1,ACY1
CCL25,CCL25
UBB,UBB
CHST11,CHST11
UBE2H,UBE2H
MCU,MCU
NRG4,NRG4
OR4F6,OR4F6
IGHG3,IGHG3
IGHG4,IGHG4
IGHG1,IGHG1
IGHG2,IGHG2
KCNIP4,KCNIP4
NAALADL1,NAALADL1
SPINK2,SPINK2
P2RY6,P2RY6
C17orf78,C17orf78
TRMT10A,TRMT10A
KLRB1,KLRB1
ELAVL1,ELAVL1
ACACA,ACACA
ZFYVE21,ZFYVE21
SSTR4,SSTR4
WDR63,WDR63
ZYG11B,ZYG11B
SRSF3,SRSF3
PLOD1,PLOD1
DNMT3B,DNMT3B
LTA4H,LTA4H
CENPH,CENPH
SGF29,SGF29
AC133555.3,AC133555.3
AC106782.1,AC106782.1
PTPRJ,PTPRJ
IMMP1L,IMMP1L
C6orf62,C6orf62
SLC27A1,SLC27A1
IGHG3,IGHG3
IGHG4,IGHG4
IGHG1,IGHG1
IGHG2,IGHG2
IGKV3D-11,IGKV3D-11
IGKV3D-15,IGKV3D-15
IGKV3-20,IGKV3-20
IGKV3-15,IGKV3-15
IGKV3OR2-268,IGKV3OR2-268
IGKV3-11,IGKV3-11
IGKV3D-20,IGKV3D-20
IGKV3-7,IGKV3-7
IGKV3D-7,IGKV3D-7
MOCS3,MOCS3
LANCL2,LANCL2
MTTP,MTTP
CRYBA2,CRYBA2
MFSD4A,MFSD4A
GBX1,GBX1
KCNG1,KCNG1
AKAP13,AKAP13
CNEP1R1,CNEP1R1
PLCD4,PLCD4
PRAMEF9,PRAMEF9
PRAMEF26,PRAMEF26
PRAMEF17,PRAMEF17
PRAMEF25,PRAMEF25
PRAMEF5,PRAMEF5
PRAMEF1,PRAMEF1
PRAMEF12,PRAMEF12
PRAMEF27,PRAMEF27
PRAMEF14,PRAMEF14
PRAMEF8,PRAMEF8
PRAMEF7,PRAMEF7
PRAMEF15,PRAMEF15
PRAMEF6,PRAMEF6
PRAMEF20,PRAMEF20
PRAMEF19,PRAMEF19
PRAMEF18,PRAMEF18
PRAMEF2,PRAMEF2
PRAMEF13,PRAMEF13
PRAMEF33,PRAMEF33
PRAMEF4,PRAMEF4
PRAMEF11,PRAMEF11
PRAMEF10,PRAMEF10
C9orf50,C9orf50
FSCB,FSCB
STPG3,STPG3
AC002115.2,AC002115.2
THBD,THBD
ZNF106,ZNF106
SULT1A4,SULT1A4
SULT1A3,SULT1A3
SULT1A2,SULT1A2
SULT1A1,SULT1A1
VOPP1,VOPP1
IKZF2,IKZF2
TSPYL1,TSPYL1
ZFR,ZFR
REST,REST
TEC,TEC
ADGRG3,ADGRG3
NOL6,NOL6
NHP2,NHP2
STAU1,STAU1
GPR162,GPR162
RMND5B,RMND5B
GPR4,GPR4
PPP1R13B,PPP1R13B
PTDSS2,PTDSS2
KRT73,KRT73
CNPY4,CNPY4
STPG1,STPG1
CCNI,CCNI
COA7,COA7
SYNPO2,SYNPO2
ECH1,ECH1
AIPL1,AIPL1
C17orf47,C17orf47
CDKN1A,CDKN1A
NIPAL3,NIPAL3
NAA15,NAA15
ACCSL,ACCSL
MBLAC1,MBLAC1
AHR,AHR
AC019117.3,AC019117.3
GBP2,GBP2
HMGA1,HMGA1
OR5AS1,OR5AS1
SLBP,SLBP
CDK5R1,CDK5R1
RAB23,RAB23
ABHD14A,ABHD14A
ANTXR2,ANTXR2
ZRANB2,ZRANB2
LGALS9B,LGALS9B
LGALS9,LGALS9
LGALS9C,LGALS9C
GBP4,GBP4
GBP7,GBP7
TEX36,TEX36
RGS10,RGS10
FOXG1,FOXG1
TM2D3,TM2D3
FOXG1,FOXG1
STN1,STN1
MAN2C1,MAN2C1
ASNSD1,ASNSD1
ORMDL1,ORMDL1
GTF2H1,GTF2H1
OSGEPL1,OSGEPL1
HTR6,HTR6
NAGPA,NAGPA
RPL21,RPL21
MOGAT1,MOGAT1
RASGRP2,RASGRP2
LZTS3,LZTS3
SKAP2,SKAP2
ORM1,ORM1
ORM2,ORM2
ECT2,ECT2
SLC41A2,SLC41A2
SLC45A3,SLC45A3
ARC,ARC
CEP350,CEP350
TRDV3,TRDV3
TRDJ3,TRDJ3
TRDC,TRDC
ABHD14B,ABHD14B
GBP4,GBP4
GBP7,GBP7
TARSL2,TARSL2
IGKV3D-11,IGKV3D-11
IGKV3D-15,IGKV3D-15
IGKV3-20,IGKV3-20
IGKV3-15,IGKV3-15
IGKV3OR2-268,IGKV3OR2-268
IGKV3-11,IGKV3-11
IGKV3D-20,IGKV3D-20
IGKV3-7,IGKV3-7
IGKV3D-7,IGKV3D-7
VAX1,VAX1
DNAAF2,DNAAF2
ELK4,ELK4
ATOH8,ATOH8
PDC,PDC
PLPP2,PLPP2
PDE1C,PDE1C
DNAAF2,DNAAF2
PRKRA,PRKRA
CYB5R3,CYB5R3
MINOS1-NBL1,MINOS1-NBL1
NBL1,NBL1
CNTN3,CNTN3
POLE2,POLE2
ASNSD1,ASNSD1
STARD7,STARD7
ASB10,ASB10
MMP24-AS1,MMP24-AS1
NKAIN4,NKAIN4
KRT2,KRT2
MRPL39,MRPL39
MMP24,MMP24
CD93,CD93
SLC18A3,SLC18A3
SLCO1C1,SLCO1C1
GBP5,GBP5
NCR1,NCR1
PPAN-P2RY11,PPAN-P2RY11
PPAN,PPAN
IGHG3,IGHG3
IGHG4,IGHG4
IGHG1,IGHG1
IGHG2,IGHG2
KCNJ5,KCNJ5
C8orf34,C8orf34
AIMP2,AIMP2
TRIM6-TRIM34,TRIM6-TRIM34
TRIM34,TRIM34
ADAM8,ADAM8
PLPPR3,PLPPR3
RP2,RP2
TRAPPC12,TRAPPC12
MGAT2,MGAT2
HPCAL1,HPCAL1
SAXO1,SAXO1
COL16A1,COL16A1
SLIT3,SLIT3
RAPGEFL1,RAPGEFL1
SCAMP1,SCAMP1
ANKRD61,ANKRD61
